Position, Run #10
Time ( s )	Position ( m )
0,0040	1,391
0,1040	1,391
0,2040	1,388
0,3040	1,391
0,4040	1,390
0,5040	1,391
0,6040	1,391
0,7040	1,391
0,8040	1,391
0,9040	1,391
1,0040	1,391
1,1040	1,391
1,2040	1,391
1,3040	1,391
1,4040	1,391
1,5040	1,391
1,6040	1,391
1,7040	1,391
1,8040	1,391
1,9040	1,391
2,0040	1,391
2,1040	1,388
2,2040	1,364
2,3038	1,319
2,4037	1,272
2,5036	1,224
2,6034	1,178
2,7033	1,132
2,8032	1,087
2,9030	1,040
3,0029	0,993
3,1028	0,948
3,2026	0,904
3,3025	0,863
3,4024	0,819
3,5023	0,775
3,6021	0,732
3,7020	0,689
3,8019	0,646
3,9018	0,604
4,0016	0,562
4,1015	0,520
4,2014	0,478
4,3013	0,437
4,4012	0,396
4,5010	0,356
4,6009	0,316
4,7008	0,276
4,8007	0,236
4,9006	0,204
5,0005	0,173
5,1005	0,189
5,2006	0,216
5,3007	0,253
5,4008	0,291
5,5010	0,329
5,6011	0,367
5,7012	0,405
5,8013	0,443
5,9014	0,481
6,0015	0,520
6,1016	0,559
6,2017	0,597
6,3018	0,636
6,4020	0,675
6,5021	0,714
6,6022	0,753
6,7023	0,793
6,8024	0,832
6,9025	0,872
7,0026	0,907
7,1028	0,948
7,2029	0,987
7,3030	1,028
7,4031	1,070
