Position, Run #5
Time ( s )	Position ( m )
0,0040	1,380
0,1040	1,380
0,2040	1,380
0,3040	1,380
0,4040	1,380
0,5040	1,380
0,6040	1,379
0,7040	1,379
0,8040	1,379
0,9040	1,380
1,0040	1,380
1,1040	1,380
1,2040	1,380
1,3040	1,380
1,4040	1,380
1,5040	1,380
1,6040	1,380
1,7040	1,379
1,8040	1,380
1,9040	1,380
2,0040	1,380
2,1040	1,380
2,2040	1,378
2,3040	1,359
2,4038	1,315
2,5037	1,266
2,6035	1,219
2,7034	1,173
2,8033	1,127
2,9031	1,081
3,0030	1,033
3,1029	0,988
3,2027	0,942
3,3026	0,897
3,4025	0,856
3,5024	0,811
3,6022	0,767
3,7021	0,723
3,8020	0,679
3,9018	0,636
4,0017	0,593
4,1016	0,550
4,2015	0,507
4,3014	0,465
4,4012	0,423
4,5011	0,382
4,6010	0,340
4,7009	0,299
4,8008	0,259
4,9006	0,218
5,0005	0,189
5,1005	0,173
5,2006	0,199
5,3007	0,234
5,4008	0,273
5,5009	0,311
5,6010	0,350
5,7011	0,389
5,8012	0,427
5,9014	0,466
6,0015	0,506
6,1016	0,545
6,2017	0,584
6,3018	0,623
6,4019	0,663
6,5020	0,702
6,6022	0,742
6,7023	0,781
6,8024	0,821
6,9025	0,862
7,0026	0,900
