Position, Run #8
Time ( s )	Position ( m )
0,0040	1,388
0,1040	1,388
0,2040	1,388
0,3040	1,388
0,4040	1,387
0,5040	1,387
0,6040	1,388
0,7040	1,387
0,8040	1,387
0,9040	1,387
1,0040	1,387
1,1040	1,387
1,2040	1,387
1,3040	1,387
1,4040	1,387
1,5040	1,387
1,6040	1,388
1,7040	1,388
1,8040	1,387
1,9040	1,385
2,0040	1,359
2,1038	1,314
2,2037	1,268
2,3036	1,222
2,4034	1,176
2,5033	1,131
2,6032	1,085
2,7030	1,038
2,8029	0,993
2,9028	0,949
3,0026	0,904
3,1025	0,864
3,2024	0,820
3,3023	0,777
3,4021	0,734
3,5020	0,692
3,6019	0,650
3,7018	0,608
3,8016	0,566
3,9015	0,524
4,0014	0,483
4,1013	0,442
4,2012	0,402
4,3011	0,362
4,4009	0,322
4,5008	0,283
4,6007	0,244
4,7006	0,209
4,8005	0,180
4,9005	0,180
5,0006	0,208
5,1007	0,242
5,2008	0,280
5,3009	0,317
5,4010	0,354
5,5011	0,391
5,6012	0,429
5,7014	0,466
5,8015	0,504
5,9016	0,542
6,0017	0,580
6,1018	0,619
6,2019	0,657
6,3020	0,695
6,4021	0,733
6,5022	0,772
6,6024	0,810
6,7025	0,849
6,8026	0,887
6,9027	0,923
7,0028	0,962
7,1029	1,001
7,2030	1,041
7,3031	1,082
7,4033	1,122
7,5034	1,161
