Position, Run #9
Time ( s )	Position ( m )
0,0040	1,391
0,1041	1,394
0,2041	1,394
0,3041	1,394
0,4041	1,394
0,5041	1,393
0,6040	1,391
0,7041	1,394
0,8041	1,394
0,9041	1,393
1,0041	1,394
1,1041	1,394
1,2041	1,394
1,3041	1,394
1,4041	1,394
1,5041	1,394
1,6041	1,394
1,7041	1,394
1,8041	1,394
1,9041	1,393
2,0041	1,394
2,1041	1,393
2,2041	1,393
2,3041	1,394
2,4041	1,393
2,5041	1,393
2,6040	1,391
2,7041	1,393
2,8041	1,393
2,9041	1,393
3,0041	1,393
3,1040	1,391
3,2041	1,393
3,3041	1,393
3,4041	1,393
3,5041	1,393
3,6041	1,393
3,7041	1,393
3,8041	1,393
3,9040	1,391
4,0040	1,391
4,1041	1,393
4,2040	1,391
4,3040	1,391
4,4040	1,391
4,5040	1,391
4,6040	1,391
4,7041	1,393
4,8040	1,391
4,9040	1,391
5,0041	1,394
5,1040	1,391
5,2040	1,391
5,3040	1,391
5,4040	1,391
5,5040	1,391
5,6040	1,391
5,7041	1,393
5,8040	1,393
5,9040	1,393
6,0040	1,391
6,1040	1,391
6,2040	1,391
6,3040	1,391
6,4040	1,390
6,5040	1,370
6,6039	1,329
6,7037	1,281
6,8036	1,234
6,9035	1,188
7,0033	1,142
7,1032	1,096
7,2031	1,050
7,3029	1,003
7,4028	0,959
7,5027	0,912
7,6025	0,870
7,7024	0,826
7,8023	0,781
7,9021	0,736
8,0020	0,692
8,1019	0,648
8,2018	0,604
8,3016	0,561
8,4015	0,518
8,5014	0,474
8,6013	0,431
8,7011	0,389
8,8010	0,347
8,9009	0,305
9,0008	0,263
9,1006	0,221
9,2006	0,191
9,3005	0,173
9,4006	0,201
9,5007	0,234
9,6008	0,275
9,7009	0,315
9,8010	0,355
9,9011	0,395
10,0013	0,434
10,1014	0,475
10,2015	0,515
10,3016	0,556
10,4017	0,597
10,5019	0,638
10,6020	0,678
10,7021	0,719
10,8022	0,760
10,9023	0,801
11,0024	0,842
11,1026	0,883
11,2027	0,922
11,3028	0,964
11,4029	1,004
