Position2, Run #3
Time ( s )	Position ( m )
0,0505	0,165
0,1505	0,165
0,2505	0,164
0,3505	0,164
0,4505	0,164
0,5505	0,165
0,6505	0,165
0,7505	0,165
0,8505	0,165
0,9505	0,165
1,0505	0,165
1,1505	0,165
1,2505	0,165
1,3505	0,166
1,4505	0,166
1,5505	0,166
1,6505	0,166
1,7505	0,166
1,8505	0,166
1,9505	0,166
2,0505	0,166
2,1505	0,166
2,2505	0,166
2,3505	0,165
2,4505	0,165
2,5505	0,165
2,6505	0,165
2,7505	0,165
2,8505	0,165
2,9505	0,166
3,0505	0,166
3,1505	0,166
3,2505	0,166
3,3505	0,166
3,4505	0,166
3,5505	0,166
3,6505	0,166
3,7505	0,166
3,8505	0,166
3,9505	0,166
4,0505	0,166
4,1505	0,165
4,2505	0,165
4,3505	0,165
4,4505	0,165
4,5506	0,191
4,6507	0,244
4,7509	0,298
4,8510	0,351
4,9512	0,403
5,0513	0,455
5,1514	0,493
5,2514	0,495
5,3514	0,489
5,4514	0,484
5,5514	0,479
5,6514	0,474
5,7514	0,468
5,8513	0,463
5,9513	0,457
6,0513	0,452
6,1513	0,446
6,2513	0,440
6,3513	0,435
6,4512	0,429
6,5512	0,424
6,6512	0,418
6,7512	0,412
6,8512	0,406
6,9512	0,400
7,0511	0,395
7,1511	0,389
7,2511	0,383
7,3511	0,377
7,4511	0,370
7,5511	0,364
7,6510	0,357
7,7510	0,351
7,8510	0,344
7,9510	0,338
8,0510	0,331
8,1509	0,324
8,2509	0,317
8,3509	0,310
8,4509	0,303
8,5509	0,296
8,6508	0,289
8,7508	0,281
8,8508	0,274
8,9508	0,266
9,0508	0,259
9,1507	0,251
9,2507	0,243
9,3507	0,236
9,4507	0,228
