Position2, Run #6
Time ( s )	Position ( m )
0,0505	0,170
0,1505	0,170
0,2505	0,170
0,3505	0,170
0,4505	0,169
0,5505	0,169
0,6505	0,169
0,7505	0,169
0,8505	0,169
0,9505	0,169
1,0505	0,168
1,1505	0,168
1,2505	0,168
1,3505	0,168
1,4505	0,167
1,5505	0,167
1,6505	0,166
1,7505	0,166
1,8505	0,166
1,9505	0,165
2,0505	0,165
2,1505	0,165
2,2505	0,173
2,3506	0,216
2,4508	0,269
2,5509	0,322
2,6511	0,374
2,7512	0,425
2,8514	0,476
2,9515	0,503
3,0515	0,501
3,1514	0,496
3,2514	0,491
3,3514	0,486
3,4514	0,480
3,5514	0,475
3,6514	0,469
3,7513	0,464
3,8513	0,459
3,9513	0,453
4,0513	0,447
4,1513	0,442
4,2513	0,436
4,3513	0,430
4,4512	0,424
4,5512	0,419
4,6512	0,413
4,7512	0,407
4,8512	0,401
4,9511	0,396
5,0511	0,390
5,1511	0,384
5,2511	0,378
5,3511	0,371
5,4511	0,365
5,5510	0,359
5,6510	0,352
5,7510	0,346
5,8510	0,339
5,9510	0,332
6,0509	0,325
6,1509	0,318
6,2509	0,311
6,3509	0,304
6,4509	0,297
6,5508	0,290
6,6508	0,283
6,7508	0,276
6,8508	0,269
6,9508	0,261
7,0507	0,254
