Position, Run #7
Time ( s )	Position ( m )
0,0040	1,386
0,1040	1,385
0,2040	1,385
0,3040	1,385
0,4040	1,385
0,5040	1,385
0,6040	1,385
0,7040	1,385
0,8040	1,385
0,9040	1,385
1,0040	1,385
1,1040	1,385
1,2040	1,385
1,3040	1,385
1,4040	1,384
1,5040	1,385
1,6040	1,385
1,7040	1,385
1,8040	1,385
1,9040	1,385
2,0040	1,385
2,1040	1,385
2,2040	1,385
2,3040	1,385
2,4040	1,385
2,5040	1,385
2,6040	1,373
2,7039	1,336
2,8037	1,288
2,9036	1,241
3,0035	1,194
3,1033	1,148
3,2032	1,102
3,3031	1,054
3,4029	1,008
3,5028	0,963
3,6027	0,917
3,7025	0,876
3,8024	0,831
3,9023	0,787
4,0022	0,743
4,1020	0,699
4,2019	0,656
4,3018	0,612
4,4017	0,570
4,5015	0,528
4,6014	0,485
4,7013	0,443
4,8012	0,402
4,9011	0,362
5,0009	0,320
5,1008	0,280
5,2007	0,239
5,3006	0,203
5,4005	0,174
5,5005	0,186
5,6006	0,214
5,7007	0,252
5,8008	0,291
5,9010	0,330
6,0011	0,368
6,1012	0,407
6,2013	0,445
6,3014	0,485
6,4015	0,524
6,5016	0,563
6,6018	0,602
