Position, Run #1
Time ( s )	Position ( m )
0,0040	1,380
0,1040	1,380
0,2040	1,380
0,3040	1,380
0,4040	1,380
0,5040	1,377
0,6040	1,379
0,7040	1,380
0,8040	1,380
0,9040	1,380
1,0040	1,379
1,1040	1,380
1,2040	1,380
1,3040	1,380
1,4040	1,379
1,5040	1,380
1,6040	1,379
1,7040	1,379
1,8040	1,379
1,9040	1,380
2,0040	1,377
2,1040	1,379
2,2040	1,379
2,3040	1,379
2,4040	1,376
2,5040	1,379
2,6040	1,379
2,7040	1,377
2,8040	1,377
2,9040	1,377
3,0040	1,377
3,1040	1,368
3,2039	1,337
3,3038	1,296
3,4037	1,257
3,5035	1,219
3,6034	1,180
3,7033	1,142
3,8032	1,103
3,9031	1,065
4,0030	1,027
4,1029	0,989
4,2028	0,952
4,3027	0,914
4,4026	0,878
4,5024	0,841
4,6023	0,804
4,7022	0,767
4,8021	0,730
4,9020	0,694
5,0019	0,658
5,1018	0,622
5,2017	0,586
5,3016	0,551
5,4015	0,515
5,5014	0,481
5,6013	0,446
5,7012	0,411
5,8011	0,378
5,9010	0,344
6,0009	0,311
