Angular Position, 8.01
Time ( s )	Angular Position ( rad )
0,0000	-0,074
0,0200	-0,031
0,0400	0,013
0,0600	0,057
0,0800	0,101
0,1000	0,146
0,1200	0,190
0,1400	0,236
0,1600	0,280
0,1800	0,322
0,2000	0,364
0,2200	0,408
0,2400	0,448
0,2600	0,489
0,2800	0,526
0,3000	0,562
0,3200	0,597
0,3400	0,628
0,3600	0,658
0,3800	0,685
0,4000	0,710
0,4200	0,734
0,4400	0,752
0,4600	0,770
0,4800	0,784
0,5000	0,793
0,5200	0,801
0,5400	0,806
0,5600	0,807
0,5800	0,806
0,6000	0,800
0,6200	0,792
0,6400	0,779
0,6600	0,765
0,6800	0,748
0,7000	0,727
0,7200	0,704
0,7400	0,679
0,7600	0,649
0,7800	0,619
0,8000	0,586
0,8200	0,551
0,8400	0,514
0,8600	0,476
0,8800	0,435
0,9000	0,394
0,9200	0,350
0,9400	0,308
0,9600	0,262
0,9800	0,218
1,0000	0,171
1,0200	0,126
1,0400	0,080
1,0600	0,036
1,0800	-0,008
1,1000	-0,052
1,1200	-0,096
1,1400	-0,137
1,1600	-0,178
1,1800	-0,215
1,2000	-0,251
1,2200	-0,286
1,2400	-0,319
1,2600	-0,349
1,2800	-0,377
1,3000	-0,401
1,3200	-0,423
1,3400	-0,441
1,3600	-0,457
1,3800	-0,470
1,4000	-0,479
1,4200	-0,485
1,4400	-0,489
1,4600	-0,489
1,4800	-0,484
1,5000	-0,478
1,5200	-0,468
1,5400	-0,456
1,5600	-0,440
1,5800	-0,423
1,6000	-0,402
1,6200	-0,379
1,6400	-0,352
1,6600	-0,324
1,6800	-0,294
1,7000	-0,261
1,7200	-0,226
1,7400	-0,190
1,7600	-0,151
1,7800	-0,113
1,8000	-0,071
1,8200	-0,030
1,8400	0,013
1,8600	0,057
1,8800	0,101
1,9000	0,145
1,9200	0,188
1,9400	0,232
1,9600	0,276
1,9800	0,319
2,0000	0,361
2,0200	0,402
2,0400	0,443
2,0600	0,482
2,0800	0,520
2,1000	0,554
2,1200	0,589
2,1400	0,620
2,1600	0,650
2,1800	0,677
2,2000	0,702
2,2200	0,724
2,2400	0,745
2,2600	0,760
2,2800	0,774
2,3000	0,785
2,3200	0,793
2,3400	0,798
2,3600	0,798
2,3800	0,798
2,4000	0,792
2,4200	0,784
2,4400	0,773
2,4600	0,759
2,4800	0,741
2,5000	0,721
2,5200	0,697
2,5400	0,672
2,5600	0,646
2,5800	0,614
2,6000	0,583
2,6200	0,548
2,6400	0,512
2,6600	0,473
2,6800	0,434
2,7000	0,393
2,7200	0,350
2,7400	0,308
2,7600	0,264
2,7800	0,218
2,8000	0,174
2,8200	0,129
2,8400	0,083
2,8600	0,039
2,8800	-0,005
2,9000	-0,049
2,9200	-0,090
2,9400	-0,132
2,9600	-0,171
2,9800	-0,210
3,0000	-0,247
3,0200	-0,281
3,0400	-0,314
3,0600	-0,344
3,0800	-0,372
3,1000	-0,396
3,1200	-0,419
3,1400	-0,438
3,1600	-0,454
3,1800	-0,467
3,2000	-0,478
3,2200	-0,484
3,2400	-0,487
3,2600	-0,487
3,2800	-0,484
3,3000	-0,478
3,3200	-0,470
3,3400	-0,457
3,3600	-0,441
3,3800	-0,424
3,4000	-0,404
3,4200	-0,380
3,4400	-0,355
3,4600	-0,327
3,4800	-0,297
3,5000	-0,264
3,5200	-0,229
3,5400	-0,193
3,5600	-0,156
3,5800	-0,115
3,6000	-0,075
3,6200	-0,033
3,6400	0,011
3,6600	0,053
3,6800	0,097
3,7000	0,143
3,7200	0,187
3,7400	0,231
3,7600	0,275
3,7800	0,319
3,8000	0,361
3,8200	0,402
3,8400	0,443
3,8600	0,482
3,8800	0,520
3,9000	0,556
3,9200	0,591
3,9400	0,624
3,9600	0,653
3,9800	0,680
4,0000	0,705
4,0200	0,729
4,0400	0,748
4,0600	0,765
4,0800	0,779
4,1000	0,790
4,1200	0,798
4,1400	0,803
4,1600	0,804
4,1800	0,803
4,2000	0,798
4,2200	0,790
4,2400	0,779
4,2600	0,765
4,2800	0,746
4,3000	0,727
4,3200	0,704
4,3400	0,677
4,3600	0,649
4,3800	0,619
4,4000	0,586
4,4200	0,551
4,4400	0,514
4,4600	0,476
4,4800	0,435
4,5000	0,394
4,5200	0,352
4,5400	0,308
4,5600	0,262
4,5800	0,218
4,6000	0,171
4,6200	0,126
4,6400	0,082
4,6600	0,036
4,6800	-0,008
4,7000	-0,052
4,7200	-0,096
4,7400	-0,138
4,7600	-0,178
4,7800	-0,217
4,8000	-0,254
4,8200	-0,289
4,8400	-0,322
4,8600	-0,353
4,8800	-0,382
4,9000	-0,407
4,9200	-0,429
4,9400	-0,448
4,9600	-0,465
4,9800	-0,478
5,0000	-0,487
5,0200	-0,495
5,0400	-0,498
5,0600	-0,498
5,0800	-0,495
5,1000	-0,489
5,1200	-0,479
5,1400	-0,467
5,1600	-0,451
5,1800	-0,434
5,2000	-0,412
5,2200	-0,388
5,2400	-0,361
5,2600	-0,333
5,2800	-0,302
5,3000	-0,269
5,3200	-0,234
5,3400	-0,196
5,3600	-0,157
5,3800	-0,116
5,4000	-0,075
5,4200	-0,033
5,4400	0,011
5,4600	0,055
5,4800	0,101
5,5000	0,145
5,5200	0,190
5,5400	0,236
5,5600	0,281
5,5800	0,325
5,6000	0,368
5,6200	0,410
5,6400	0,451
5,6600	0,490
5,6800	0,529
5,7000	0,565
5,7200	0,600
5,7400	0,633
5,7600	0,663
5,7800	0,691
5,8000	0,716
5,8200	0,738
5,8400	0,759
5,8600	0,776
5,8800	0,790
5,9000	0,800
5,9200	0,807
5,9400	0,812
5,9600	0,812
5,9800	0,811
6,0000	0,806
6,0200	0,796
6,0400	0,785
6,0600	0,771
6,0800	0,752
6,1000	0,730
6,1200	0,707
6,1400	0,680
6,1600	0,652
6,1800	0,620
6,2000	0,586
6,2200	0,551
6,2400	0,514
6,2600	0,474
6,2800	0,434
6,3000	0,391
6,3200	0,347
6,3400	0,303
6,3600	0,258
6,3800	0,212
6,4000	0,165
6,4200	0,119
6,4400	0,074
6,4600	0,027
6,4800	-0,019
6,5000	-0,063
6,5200	-0,107
6,5400	-0,149
6,5600	-0,190
6,5800	-0,228
6,6000	-0,265
6,6200	-0,302
6,6400	-0,335
6,6600	-0,366
6,6800	-0,394
