Angular Position, 9.45
Time ( s )	Angular Position ( rad )
0,0000	1,532
0,0200	1,359
0,0400	1,181
0,0600	0,999
0,0800	0,815
0,1000	0,630
0,1200	0,443
0,1400	0,259
0,1600	0,074
0,1800	-0,108
0,2000	-0,287
0,2200	-0,463
0,2400	-0,633
0,2600	-0,798
0,2800	-0,957
0,3000	-1,104
0,3200	-1,246
0,3400	-1,378
0,3600	-1,499
0,3800	-1,607
0,4000	-1,706
0,4200	-1,794
0,4400	-1,868
0,4600	-1,927
0,4800	-1,959
0,5000	-1,953
0,5200	-1,912
0,5400	-1,847
0,5600	-1,772
0,5800	-1,682
0,6000	-1,582
0,6200	-1,470
0,6400	-1,348
0,6600	-1,216
0,6800	-1,074
0,7000	-0,925
0,7200	-0,768
0,7400	-0,603
0,7600	-0,432
0,7800	-0,258
0,8000	-0,079
0,8200	0,105
0,8400	0,291
0,8600	0,476
0,8800	0,663
0,9000	0,847
0,9200	1,032
0,9400	1,213
0,9600	1,390
0,9800	1,563
1,0000	1,731
1,0200	1,893
1,0400	2,045
1,0600	2,191
1,0800	2,328
1,1000	2,455
1,1200	2,573
1,1400	2,678
1,1600	2,772
1,1800	2,853
1,2000	2,920
1,2200	2,975
1,2400	3,014
1,2600	3,032
1,2800	3,021
1,3000	2,988
1,3200	2,937
1,3400	2,876
1,3600	2,801
1,3800	2,713
1,4000	2,614
1,4200	2,502
1,4400	2,380
1,4600	2,248
1,4800	2,106
1,5000	1,957
1,5200	1,799
1,5400	1,635
1,5600	1,466
1,5800	1,290
1,6000	1,111
1,6200	0,928
1,6400	0,745
1,6600	0,559
1,6800	0,374
1,7000	0,188
1,7200	0,005
1,7400	-0,174
1,7600	-0,353
1,7800	-0,526
1,8000	-0,694
1,8200	-0,858
1,8400	-1,012
1,8600	-1,158
1,8800	-1,294
1,9000	-1,422
1,9200	-1,538
1,9400	-1,643
1,9600	-1,737
1,9800	-1,819
2,0000	-1,888
2,0200	-1,940
2,0400	-1,959
2,0600	-1,942
2,0800	-1,891
2,1000	-1,825
2,1200	-1,744
2,1400	-1,652
2,1600	-1,549
2,1800	-1,434
2,2000	-1,310
2,2200	-1,175
2,2400	-1,030
2,2600	-0,878
2,2800	-0,719
2,3000	-0,553
2,3200	-0,380
2,3400	-0,204
2,3600	-0,024
2,3800	0,160
2,4000	0,346
2,4200	0,531
2,4400	0,718
2,4600	0,902
2,4800	1,085
2,5000	1,266
2,5200	1,442
2,5400	1,615
2,5600	1,781
2,5800	1,940
2,6000	2,092
2,6200	2,235
2,6400	2,369
2,6600	2,493
2,6800	2,606
2,7000	2,708
2,7200	2,799
2,7400	2,875
2,7600	2,939
2,7800	2,989
2,8000	3,024
2,8200	3,032
2,8400	3,013
2,8600	2,974
2,8800	2,919
2,9000	2,853
2,9200	2,772
2,9400	2,680
2,9600	2,576
2,9800	2,460
3,0000	2,334
3,0200	2,198
3,0400	2,053
3,0600	1,901
3,0800	1,739
3,1000	1,572
3,1200	1,400
3,1400	1,224
3,1600	1,043
3,1800	0,859
3,2000	0,674
3,2200	0,487
3,2400	0,302
3,2600	0,116
3,2800	-0,066
3,3000	-0,248
3,3200	-0,424
3,3400	-0,597
3,3600	-0,763
3,3800	-0,924
3,4000	-1,076
3,4200	-1,219
3,4400	-1,352
3,4600	-1,477
3,4800	-1,590
3,5000	-1,692
3,5200	-1,781
3,5400	-1,858
3,5600	-1,921
3,5800	-1,959
3,6000	-1,959
3,6200	-1,920
3,6400	-1,858
3,6600	-1,781
3,6800	-1,693
3,7000	-1,593
3,7200	-1,481
3,7400	-1,360
3,7600	-1,227
3,7800	-1,085
3,8000	-0,935
3,8200	-0,776
3,8400	-0,611
3,8600	-0,440
3,8800	-0,264
3,9000	-0,083
3,9200	0,101
3,9400	0,286
3,9600	0,474
3,9800	0,661
4,0000	0,847
4,0200	1,032
4,0400	1,216
4,0600	1,393
4,0800	1,568
4,1000	1,737
4,1200	1,899
4,1400	2,055
4,1600	2,202
4,1800	2,339
4,2000	2,468
4,2200	2,586
4,2400	2,691
4,2600	2,785
4,2800	2,865
4,3000	2,934
4,3200	2,988
4,3400	3,025
4,3600	3,038
4,3800	3,019
4,4000	2,977
4,4200	2,922
4,4400	2,853
4,4600	2,771
4,4800	2,678
4,5000	2,571
4,5200	2,454
4,5400	2,326
4,5600	2,190
4,5800	2,042
4,6000	1,888
4,6200	1,725
4,6400	1,557
4,6600	1,384
4,6800	1,205
4,7000	1,024
4,7200	0,839
4,7400	0,652
4,7600	0,467
4,7800	0,278
4,8000	0,093
4,8200	-0,091
4,8400	-0,273
4,8600	-0,449
4,8800	-0,624
4,9000	-0,790
4,9200	-0,950
4,9400	-1,101
4,9600	-1,243
4,9800	-1,378
5,0000	-1,500
5,0200	-1,612
5,0400	-1,712
5,0600	-1,800
5,0800	-1,876
5,1000	-1,935
5,1200	-1,965
5,1400	-1,954
5,1600	-1,907
5,1800	-1,841
5,2000	-1,761
5,2200	-1,668
5,2400	-1,563
5,2600	-1,448
5,2800	-1,323
5,3000	-1,186
5,3200	-1,041
5,3400	-0,889
5,3600	-0,727
5,3800	-0,561
5,4000	-0,386
5,4200	-0,209
5,4400	-0,027
5,4600	0,159
5,4800	0,344
5,5000	0,531
5,5200	0,719
5,5400	0,906
5,5600	1,090
5,5800	1,272
5,6000	1,451
5,6200	1,624
5,6400	1,792
5,6600	1,953
5,6800	2,106
5,7000	2,251
5,7200	2,386
5,7400	2,512
5,7600	2,626
5,7800	2,728
5,8000	2,820
5,8200	2,898
5,8400	2,963
5,8600	3,014
5,8800	3,043
5,9000	3,038
5,9200	3,005
5,9400	2,952
5,9600	2,886
5,9800	2,805
6,0000	2,714
6,0200	2,611
6,0400	2,494
6,0600	2,367
6,0800	2,232
6,1000	2,086
6,1200	1,932
6,1400	1,772
6,1600	1,604
6,1800	1,429
6,2000	1,252
6,2200	1,070
6,2400	0,886
6,2600	0,699
6,2800	0,511
6,3000	0,324
6,3200	0,135
6,3400	-0,049
6,3600	-0,231
6,3800	-0,412
6,4000	-0,586
6,4200	-0,754
6,4400	-0,916
6,4600	-1,070
6,4800	-1,214
6,5000	-1,351
6,5200	-1,477
6,5400	-1,593
6,5600	-1,695
6,5800	-1,788
6,6000	-1,866
6,6200	-1,932
6,6400	-1,967
6,6600	-1,962
6,6800	-1,918
6,7000	-1,850
6,7200	-1,770
6,7400	-1,678
6,7600	-1,574
6,7800	-1,459
6,8000	-1,334
6,8200	-1,197
6,8400	-1,052
6,8600	-0,898
6,8800	-0,738
6,9000	-0,570
6,9200	-0,399
6,9400	-0,220
6,9600	-0,038
6,9800	0,148
7,0000	0,335
7,0200	0,522
7,0400	0,710
7,0600	0,895
7,0800	1,081
7,1000	1,263
7,1200	1,440
7,1400	1,615
7,1600	1,781
7,1800	1,943
7,2000	2,095
7,2200	2,242
7,2400	2,377
7,2600	2,502
7,2800	2,617
7,3000	2,721
7,3200	2,812
7,3400	2,892
7,3600	2,956
7,3800	3,008
7,4000	3,038
7,4200	3,038
7,4400	3,008
7,4600	2,958
7,4800	2,895
7,5000	2,818
7,5200	2,730
7,5400	2,630
7,5600	2,516
7,5800	2,394
7,6000	2,260
7,6200	2,117
7,6400	1,965
7,6600	1,806
7,6800	1,641
7,7000	1,469
7,7200	1,293
7,7400	1,114
7,7600	0,930
7,7800	0,745
7,8000	0,556
7,8200	0,369
7,8400	0,184
7,8600	-0,002
7,8800	-0,185
7,9000	-0,363
7,9200	-0,539
7,9400	-0,708
7,9600	-0,872
7,9800	-1,027
8,0000	-1,175
8,0200	-1,313
8,0400	-1,442
8,0600	-1,558
8,0800	-1,665
8,1000	-1,759
8,1200	-1,843
8,1400	-1,912
8,1600	-1,957
8,1800	-1,967
8,2000	-1,934
8,2200	-1,874
8,2400	-1,800
8,2600	-1,712
