t	Temperature 
t/s	T/°C

0,000	19,7
5,000	19,7
10,000	19,7
15,000	19,7
20,000	19,7
25,000	19,7
30,000	19,7
35,000	19,7
40,000	19,7
45,000	19,7
50,000	19,3
55,000	18,9
60,000	18,6
65,000	18,2
70,000	18,0
75,000	18,0
80,000	17,9
85,000	17,9
90,000	17,9
95,000	17,9
100,000	17,9
105,000	17,9
110,000	17,9
115,000	17,9
120,000	17,9
125,000	17,9
130,000	17,9
135,000	17,9
140,000	17,9
145,000	17,9
150,000	17,9
155,000	17,9
160,000	17,9
165,000	17,9
170,000	17,9
175,000	17,9
