Position, Run #6
Time ( s )	Position ( m )
0,0034	1,174
0,1034	1,174
0,2034	1,174
0,3034	1,174
0,4034	1,174
0,5034	1,174
0,6034	1,174
0,7034	1,174
0,8034	1,174
0,9034	1,173
1,0034	1,173
1,1034	1,173
1,2034	1,173
1,3034	1,173
1,4034	1,173
1,5034	1,173
1,6034	1,173
1,7034	1,173
1,8034	1,173
1,9034	1,173
2,0034	1,173
2,1034	1,173
2,2034	1,170
2,3034	1,170
2,4034	1,172
2,5034	1,173
2,6034	1,173
2,7034	1,174
2,8034	1,174
2,9034	1,173
3,0034	1,174
3,1034	1,174
3,2034	1,174
3,3034	1,174
3,4034	1,173
3,5034	1,173
3,6034	1,173
3,7034	1,173
3,8034	1,170
3,9034	1,169
4,0034	1,173
4,1034	1,174
4,2034	1,173
4,3034	1,173
4,4034	1,174
4,5034	1,174
4,6034	1,175
4,7034	1,164
4,8033	1,122
4,9031	1,071
5,0030	1,020
5,1028	0,970
5,2027	0,919
5,3025	0,869
5,4024	0,819
5,5022	0,769
5,6021	0,719
5,7019	0,669
5,8018	0,620
5,9017	0,571
6,0015	0,523
6,1014	0,475
6,2012	0,427
6,3011	0,380
6,4010	0,333
6,5008	0,286
6,6007	0,244
6,7006	0,207
6,8005	0,164
6,9005	0,180
7,0006	0,219
7,1007	0,255
7,2009	0,299
7,3010	0,342
7,4011	0,386
7,5012	0,428
7,6014	0,472
7,7015	0,516
7,8016	0,559
7,9018	0,603
