Position, Run #3
Time ( s )	Position ( m )
0,0034	1,173
0,1034	1,173
0,2034	1,172
0,3034	1,172
0,4034	1,171
0,5034	1,170
0,6034	1,155
0,7034	1,161
0,8034	1,163
0,9034	1,163
1,0034	1,161
1,1034	1,173
1,2033	1,150
1,3034	1,168
1,4034	1,165
1,5034	1,168
1,6034	1,172
1,7034	1,172
1,8034	1,171
1,9034	1,168
2,0034	1,167
2,1034	1,167
2,2034	1,168
2,3034	1,170
2,4034	1,171
2,5034	1,171
2,6034	1,171
2,7034	1,168
2,8034	1,164
2,9034	1,160
3,0033	1,151
3,1034	1,153
3,2033	1,151
3,3034	1,171
3,4034	1,171
3,5033	1,148
3,6032	1,099
3,7030	1,048
3,8029	0,997
3,9027	0,946
4,0026	0,895
4,1025	0,846
4,2023	0,796
4,3022	0,746
4,4020	0,697
4,5019	0,649
4,6017	0,601
4,7016	0,553
4,8015	0,505
4,9013	0,458
5,0012	0,409
5,1011	0,366
5,2009	0,320
5,3008	0,274
5,4007	0,233
5,5006	0,197
5,6005	0,160
5,7005	0,189
5,8007	0,227
5,9008	0,263
6,0009	0,305
6,1010	0,348
