Position2, Run #8
Time ( s )	Position ( m )
0,0505	0,177
0,1505	0,177
0,2505	0,177
0,3505	0,177
0,4505	0,177
0,5505	0,177
0,6505	0,177
0,7505	0,177
0,8505	0,177
0,9505	0,177
1,0505	0,177
1,1505	0,177
1,2505	0,177
1,3505	0,177
1,4505	0,177
1,5505	0,177
1,6505	0,177
1,7505	0,177
1,8505	0,177
1,9505	0,177
2,0505	0,177
2,1505	0,177
2,2505	0,177
2,3505	0,177
2,4505	0,177
2,5505	0,177
2,6505	0,177
2,7505	0,177
2,8505	0,177
2,9505	0,177
3,0505	0,177
3,1505	0,177
3,2505	0,177
3,3505	0,177
3,4505	0,177
3,5505	0,177
3,6505	0,177
3,7505	0,177
3,8505	0,177
3,9505	0,177
4,0505	0,177
4,1505	0,177
4,2505	0,177
4,3505	0,177
4,4505	0,177
4,5505	0,177
4,6505	0,177
4,7505	0,177
4,8505	0,177
4,9505	0,177
5,0505	0,177
5,1505	0,177
5,2505	0,177
5,3505	0,179
5,4507	0,225
5,5508	0,263
5,6509	0,313
5,7510	0,361
5,8512	0,409
5,9513	0,458
6,0515	0,507
6,1516	0,555
6,2518	0,606
6,3519	0,654
6,4520	0,702
6,5521	0,727
6,6521	0,732
6,7521	0,738
6,8522	0,743
6,9522	0,748
7,0522	0,753
7,1522	0,757
7,2522	0,762
7,3522	0,767
7,4522	0,771
7,5523	0,776
7,6523	0,780
7,7523	0,785
7,8523	0,789
7,9523	0,794
8,0523	0,798
8,1523	0,802
8,2523	0,806
8,3524	0,811
8,4524	0,815
8,5524	0,821
8,6524	0,823
8,7524	0,829
8,8524	0,833
8,9524	0,837
9,0524	0,841
9,1525	0,845
9,2525	0,848
9,3525	0,852
9,4525	0,855
9,5525	0,859
9,6525	0,862
9,7525	0,865
9,8525	0,869
9,9525	0,872
10,0525	0,873
10,1525	0,876
10,2526	0,880
10,3526	0,883
10,4526	0,886
10,5526	0,889
