Position, Run #2
Time ( s )	Position ( m )
0,0034	1,175
0,1034	1,175
0,2034	1,175
0,3034	1,175
0,4034	1,176
0,5034	1,176
0,6034	1,176
0,7034	1,174
0,8034	1,174
0,9034	1,174
1,0034	1,174
1,1034	1,173
1,2034	1,176
1,3034	1,176
1,4034	1,176
1,5034	1,176
1,6034	1,176
1,7034	1,174
1,8034	1,174
1,9034	1,176
2,0034	1,174
2,1034	1,173
2,2034	1,167
2,3034	1,174
2,4034	1,174
2,5034	1,174
2,6034	1,174
2,7034	1,174
2,8034	1,174
2,9034	1,174
3,0034	1,174
3,1034	1,174
3,2034	1,174
3,3034	1,174
3,4034	1,175
3,5034	1,175
3,6034	1,175
3,7034	1,175
3,8034	1,165
3,9033	1,123
4,0031	1,071
4,1030	1,020
4,2028	0,968
4,3027	0,917
4,4025	0,866
4,5024	0,815
4,6022	0,765
4,7021	0,714
4,8019	0,664
4,9018	0,614
5,0016	0,565
5,1015	0,517
5,2014	0,468
5,3012	0,420
5,4011	0,373
5,5009	0,326
5,6008	0,280
5,7007	0,240
5,8006	0,200
5,9005	0,164
6,0005	0,187
6,1007	0,226
6,2008	0,263
6,3009	0,306
6,4010	0,350
6,5011	0,393
6,6013	0,436
6,7014	0,480
6,8015	0,523
6,9016	0,567
7,0018	0,611
7,1019	0,654
7,2020	0,698
