Position, Run #8
Time ( s )	Position ( m )
0,0034	1,172
0,1034	1,173
0,2034	1,174
0,3034	1,175
0,4034	1,176
0,5034	1,178
0,6034	1,178
0,7034	1,179
0,8034	1,172
0,9034	1,165
1,0034	1,171
1,1034	1,172
1,2034	1,163
1,3034	1,166
1,4034	1,166
1,5034	1,166
1,6034	1,155
1,7034	1,156
1,8033	1,152
1,9033	1,149
2,0034	1,156
2,1034	1,159
2,2034	1,160
2,3034	1,154
2,4033	1,151
2,5034	1,154
2,6034	1,164
2,7034	1,168
2,8034	1,169
2,9034	1,170
3,0034	1,170
3,1034	1,171
3,2034	1,171
3,3034	1,170
3,4034	1,170
3,5034	1,170
3,6034	1,170
3,7034	1,170
3,8034	1,169
3,9034	1,170
4,0034	1,170
4,1034	1,169
4,2034	1,167
4,3034	1,167
4,4034	1,169
4,5034	1,167
4,6034	1,169
4,7034	1,167
4,8034	1,167
4,9034	1,167
5,0034	1,166
5,1034	1,167
5,2034	1,167
5,3034	1,167
5,4034	1,167
5,5034	1,167
5,6034	1,167
5,7034	1,167
5,8034	1,167
5,9034	1,167
6,0034	1,167
6,1034	1,167
6,2034	1,169
6,3034	1,170
6,4033	1,151
6,5034	1,156
6,6032	1,112
6,7031	1,061
6,8029	1,010
6,9028	0,960
7,0026	0,910
7,1025	0,861
7,2024	0,811
7,3022	0,761
7,4021	0,712
7,5019	0,663
7,6018	0,614
7,7016	0,566
7,8015	0,519
7,9014	0,472
8,0012	0,425
8,1011	0,379
8,2010	0,334
8,3008	0,288
8,4007	0,246
8,5006	0,209
8,6005	0,167
8,7005	0,175
8,8006	0,217
8,9007	0,249
9,0008	0,291
9,1010	0,334
9,2011	0,376
9,3012	0,418
9,4013	0,461
9,5015	0,503
9,6016	0,546
9,7017	0,588
9,8018	0,631
9,9020	0,673
10,0021	0,716
10,1022	0,759
10,2023	0,801
10,3025	0,844
10,4026	0,886
10,5027	0,929
