Position, Run #7
Time ( s )	Position ( m )
0,0034	1,174
0,1034	1,174
0,2034	1,174
0,3034	1,174
0,4034	1,174
0,5034	1,156
0,6034	1,174
0,7034	1,174
0,8034	1,174
0,9034	1,174
1,0034	1,174
1,1034	1,174
1,2034	1,174
1,3034	1,174
1,4034	1,174
1,5034	1,174
1,6034	1,174
1,7034	1,174
1,8034	1,174
1,9034	1,173
2,0034	1,174
2,1034	1,174
2,2034	1,173
2,3034	1,173
2,4034	1,173
2,5034	1,173
2,6034	1,173
2,7034	1,173
2,8034	1,173
2,9034	1,173
3,0034	1,173
3,1034	1,173
3,2034	1,173
3,3034	1,173
3,4034	1,173
3,5034	1,173
3,6034	1,174
3,7034	1,174
3,8034	1,174
3,9034	1,174
4,0034	1,174
4,1034	1,173
4,2034	1,173
4,3034	1,173
4,4034	1,174
4,5034	1,174
4,6034	1,174
4,7034	1,175
4,8034	1,173
4,9033	1,146
5,0032	1,096
5,1030	1,045
5,2029	0,994
5,3027	0,943
5,4026	0,892
5,5024	0,841
5,6023	0,791
5,7022	0,740
5,8020	0,690
5,9019	0,640
6,0017	0,590
6,1016	0,541
6,2014	0,492
6,3013	0,444
6,4012	0,397
