Position, Run #8
Time ( s )	Position ( m )
0,0040	1,377
0,1040	1,373
0,2040	1,370
0,3040	1,378
0,4039	1,350
0,5040	1,374
0,6039	1,342
0,7040	1,374
0,8040	1,367
0,9040	1,374
1,0039	1,344
1,1039	1,343
1,2039	1,348
1,3040	1,377
1,4040	1,377
1,5040	1,377
1,6040	1,379
1,7040	1,364
1,8040	1,374
1,9040	1,368
2,0040	1,370
2,1040	1,375
2,2040	1,380
2,3040	1,381
2,4040	1,381
2,5040	1,382
2,6040	1,383
2,7040	1,383
2,8040	1,383
2,9040	1,382
3,0040	1,372
3,1040	1,372
3,2040	1,375
3,3040	1,378
3,4040	1,377
3,5040	1,377
3,6040	1,378
3,7040	1,378
3,8040	1,378
3,9040	1,376
4,0040	1,373
4,1040	1,373
4,2040	1,373
4,3040	1,374
4,4040	1,374
4,5040	1,375
4,6040	1,376
4,7040	1,373
4,8040	1,376
4,9040	1,377
5,0040	1,375
5,1040	1,372
5,2040	1,374
5,3040	1,374
5,4040	1,371
5,5039	1,359
5,6039	1,359
5,7039	1,333
5,8038	1,307
5,9037	1,280
6,0036	1,255
6,1036	1,229
6,2035	1,203
6,3034	1,178
6,4033	1,152
6,5033	1,127
6,6032	1,102
6,7031	1,077
6,8031	1,052
6,9030	1,027
7,0029	1,002
7,1028	0,977
7,2028	0,953
7,3027	0,928
7,4026	0,904
7,5026	0,880
7,6025	0,856
7,7024	0,832
7,8023	0,808
7,9023	0,784
8,0022	0,760
8,1021	0,737
8,2021	0,713
8,3020	0,690
