Position, Run #3
Time ( s )	Position ( m )
0,0040	1,371
0,1040	1,371
0,2040	1,373
0,3040	1,371
0,4040	1,367
0,5040	1,371
0,6040	1,372
0,7040	1,370
0,8040	1,370
0,9040	1,370
1,0040	1,370
1,1040	1,370
1,2040	1,370
1,3040	1,370
1,4040	1,370
1,5040	1,370
1,6040	1,370
1,7040	1,370
1,8040	1,370
1,9040	1,370
2,0040	1,370
2,1040	1,370
2,2040	1,370
2,3040	1,370
2,4040	1,370
2,5040	1,370
2,6040	1,370
2,7040	1,370
2,8040	1,370
2,9040	1,370
3,0040	1,370
3,1040	1,370
3,2040	1,370
3,3040	1,370
3,4040	1,370
3,5040	1,370
3,6040	1,367
3,7040	1,366
3,8039	1,349
3,9038	1,321
4,0038	1,291
4,1037	1,262
4,2036	1,234
4,3035	1,206
4,4034	1,178
4,5033	1,150
4,6033	1,123
4,7032	1,095
4,8031	1,068
4,9030	1,040
5,0029	1,013
5,1029	0,986
5,2028	0,959
5,3027	0,932
5,4026	0,904
5,5026	0,878
5,6025	0,851
