Position2, Run #6
Time ( s )	Position ( m )
0,0505	0,178
0,1505	0,180
0,2505	0,180
0,3505	0,180
0,4505	0,180
0,5505	0,180
0,6505	0,180
0,7505	0,180
0,8505	0,180
0,9505	0,180
1,0505	0,180
1,1505	0,180
1,2505	0,180
1,3505	0,180
1,4505	0,180
1,5505	0,180
1,6505	0,180
1,7505	0,180
1,8505	0,180
1,9505	0,180
2,0505	0,177
2,1506	0,202
2,2507	0,226
2,3507	0,250
2,4508	0,270
2,5509	0,298
2,6509	0,325
2,7510	0,353
2,8511	0,380
2,9512	0,407
3,0513	0,434
3,1513	0,461
3,2514	0,483
3,3514	0,494
3,4514	0,497
3,5515	0,499
3,6515	0,502
3,7515	0,504
3,8515	0,506
3,9515	0,509
4,0515	0,511
4,1515	0,513
4,2515	0,515
4,3515	0,518
4,4515	0,520
4,5515	0,522
4,6515	0,524
4,7515	0,526
4,8515	0,529
4,9515	0,531
5,0515	0,533
5,1516	0,535
5,2516	0,536
5,3516	0,539
5,4516	0,540
5,5516	0,542
5,6516	0,544
5,7516	0,546
5,8516	0,548
