Position, Run #6
Time ( s )	Position ( m )
0,0040	1,370
0,1040	1,370
0,2040	1,370
0,3040	1,368
0,4040	1,367
0,5040	1,370
0,6040	1,367
0,7040	1,367
0,8040	1,367
0,9040	1,368
1,0040	1,367
1,1040	1,367
1,2040	1,368
1,3040	1,368
1,4040	1,367
1,5040	1,367
1,6040	1,367
1,7040	1,367
1,8040	1,367
1,9040	1,367
2,0040	1,369
2,1040	1,369
2,2040	1,372
2,3040	1,373
2,4040	1,374
2,5040	1,374
2,6040	1,374
2,7040	1,374
2,8040	1,374
2,9040	1,374
3,0040	1,375
3,1040	1,374
3,2040	1,374
3,3040	1,362
3,4039	1,336
3,5038	1,307
3,6037	1,278
3,7036	1,249
3,8035	1,221
3,9035	1,192
4,0034	1,164
4,1033	1,136
4,2032	1,107
4,3031	1,079
4,4031	1,051
4,5030	1,024
4,6029	0,996
4,7028	0,968
4,8027	0,940
4,9027	0,913
5,0026	0,886
5,1025	0,859
5,2024	0,832
5,3023	0,805
5,4023	0,779
5,5022	0,753
5,6021	0,727
5,7020	0,701
5,8020	0,676
5,9019	0,651
