Position, Run #1
Time ( s )	Position ( m )
0,0040	1,375
0,1040	1,375
0,2040	1,375
0,3040	1,375
0,4040	1,377
0,5040	1,378
0,6040	1,360
0,7040	1,369
0,8040	1,369
0,9040	1,373
1,0040	1,373
1,1040	1,373
1,2040	1,374
1,3040	1,373
1,4040	1,373
1,5040	1,372
1,6040	1,373
1,7040	1,373
1,8040	1,373
1,9040	1,373
2,0040	1,374
2,1040	1,374
2,2040	1,374
2,3040	1,373
2,4040	1,373
2,5040	1,373
2,6040	1,373
2,7040	1,373
2,8040	1,373
2,9040	1,369
3,0040	1,370
3,1040	1,373
3,2040	1,370
3,3040	1,373
3,4040	1,375
3,5040	1,371
3,6040	1,376
3,7040	1,369
3,8039	1,349
3,9038	1,323
4,0038	1,293
4,1037	1,266
4,2036	1,238
4,3035	1,211
4,4034	1,183
4,5034	1,156
4,6033	1,129
4,7032	1,102
4,8031	1,075
4,9030	1,049
5,0030	1,022
5,1029	0,996
5,2028	0,969
5,3027	0,943
5,4027	0,917
5,5026	0,890
5,6025	0,865
5,7024	0,839
5,8024	0,814
5,9023	0,788
6,0022	0,762
6,1021	0,737
6,2021	0,712
6,3020	0,686
6,4019	0,661
6,5019	0,637
6,6018	0,612
6,7017	0,588
6,8016	0,563
6,9016	0,539
7,0015	0,516
7,1014	0,492
7,2014	0,469
7,3013	0,446
7,4012	0,424
7,5012	0,402
7,6011	0,379
7,7010	0,357
7,8010	0,336
7,9009	0,314
8,0009	0,293
8,1008	0,272
8,2007	0,254
8,3007	0,234
8,4006	0,221
