Position, Run #4
Time ( s )	Position ( m )
0,0040	1,373
0,1040	1,373
0,2040	1,373
0,3040	1,373
0,4040	1,373
0,5040	1,373
0,6040	1,373
0,7040	1,373
0,8040	1,373
0,9040	1,373
1,0040	1,373
1,1040	1,373
1,2040	1,362
1,3040	1,373
1,4040	1,373
1,5040	1,372
1,6040	1,372
1,7040	1,372
1,8040	1,369
1,9040	1,365
2,0040	1,372
2,1040	1,372
2,2040	1,372
2,3040	1,372
2,4040	1,371
2,5040	1,372
2,6040	1,372
2,7040	1,373
2,8040	1,373
2,9040	1,373
3,0040	1,373
3,1040	1,373
3,2040	1,375
3,3040	1,375
3,4040	1,375
3,5040	1,375
3,6040	1,375
3,7040	1,373
3,8040	1,373
3,9040	1,372
4,0040	1,371
4,1040	1,371
4,2040	1,372
4,3040	1,366
4,4039	1,346
4,5038	1,318
4,6037	1,290
4,7037	1,260
4,8036	1,232
4,9035	1,205
5,0034	1,177
5,1033	1,150
5,2033	1,122
5,3032	1,095
5,4031	1,068
5,5030	1,042
5,6029	1,015
5,7029	0,988
5,8028	0,961
5,9027	0,935
6,0026	0,907
6,1026	0,882
6,2025	0,856
6,3024	0,830
6,4023	0,803
6,5023	0,778
6,6022	0,752
6,7021	0,726
6,8020	0,700
6,9020	0,675
7,0019	0,650
7,1018	0,625
7,2017	0,601
7,3017	0,577
7,4016	0,553
7,5015	0,530
7,6015	0,506
7,7014	0,483
7,8013	0,460
7,9013	0,437
8,0012	0,414
8,1011	0,392
8,2011	0,369
8,3010	0,347
8,4009	0,325
8,5009	0,303
8,6008	0,282
8,7008	0,260
8,8007	0,243
8,9007	0,226
