Position, Run #1
Time ( s )	Position ( m )
0,0040	1,382
0,1040	1,382
0,2040	1,379
0,3040	1,381
0,4040	1,381
0,5040	1,382
0,6040	1,379
0,7040	1,379
0,8040	1,378
0,9040	1,376
1,0040	1,377
1,1040	1,381
1,2040	1,384
1,3040	1,386
1,4040	1,379
1,5040	1,378
1,6040	1,383
1,7040	1,380
1,8040	1,379
1,9040	1,378
2,0040	1,378
2,1040	1,381
2,2040	1,381
2,3040	1,381
2,4040	1,382
2,5040	1,382
2,6040	1,381
2,7040	1,381
2,8040	1,381
2,9040	1,381
3,0040	1,381
3,1040	1,381
3,2040	1,381
3,3040	1,381
3,4040	1,381
3,5040	1,381
3,6040	1,381
3,7040	1,381
3,8040	1,381
3,9040	1,381
4,0040	1,381
4,1040	1,381
4,2040	1,381
4,3040	1,380
4,4040	1,379
4,5040	1,380
4,6040	1,383
4,7040	1,370
4,8039	1,347
4,9038	1,324
5,0038	1,298
5,1037	1,273
5,2036	1,249
5,3036	1,225
5,4035	1,200
5,5034	1,176
5,6033	1,152
5,7033	1,129
5,8032	1,105
5,9031	1,082
6,0031	1,058
6,1030	1,035
6,2029	1,012
6,3029	0,990
6,4028	0,965
6,5027	0,944
6,6027	0,920
6,7026	0,898
6,8026	0,879
6,9025	0,857
7,0024	0,836
7,1024	0,814
7,2023	0,793
7,3022	0,771
7,4022	0,750
7,5021	0,729
7,6021	0,708
7,7020	0,688
7,8019	0,667
7,9019	0,647
8,0018	0,627
8,1018	0,607
8,2017	0,587
8,3016	0,567
8,4016	0,548
8,5015	0,528
8,6015	0,509
8,7014	0,490
8,8014	0,471
8,9013	0,452
9,0013	0,434
9,1012	0,415
9,2012	0,398
9,3011	0,380
