Position, Run #2
Time ( s )	Position ( m )
0,0040	1,383
0,1040	1,382
0,2040	1,383
0,3040	1,383
0,4040	1,383
0,5040	1,382
0,6040	1,375
0,7040	1,379
0,8040	1,383
0,9040	1,372
1,0040	1,371
1,1040	1,374
1,2040	1,378
1,3040	1,377
1,4040	1,381
1,5040	1,375
1,6040	1,375
1,7040	1,374
1,8040	1,372
1,9040	1,374
2,0040	1,371
2,1040	1,372
2,2040	1,374
2,3040	1,371
2,4040	1,374
2,5040	1,375
2,6040	1,375
2,7040	1,378
2,8040	1,384
2,9038	1,292
3,0040	1,388
3,1040	1,385
3,2040	1,376
3,3039	1,353
3,4039	1,329
3,5038	1,304
3,6037	1,279
3,7036	1,255
3,8036	1,230
3,9035	1,206
4,0034	1,182
4,1034	1,158
4,2033	1,135
4,3032	1,111
4,4032	1,088
4,5031	1,064
4,6030	1,041
4,7030	1,016
4,8029	0,995
4,9028	0,973
5,0028	0,948
5,1027	0,926
5,2026	0,906
5,3026	0,885
5,4025	0,863
5,5024	0,841
5,6024	0,820
5,7023	0,798
5,8023	0,777
5,9022	0,756
6,0021	0,735
6,1021	0,714
6,2020	0,694
6,3020	0,673
6,4019	0,653
6,5018	0,633
6,6018	0,613
6,7017	0,593
6,8017	0,573
6,9016	0,554
7,0016	0,534
7,1015	0,515
7,2014	0,496
7,3014	0,478
7,4013	0,459
7,5013	0,441
7,6012	0,423
7,7012	0,405
7,8011	0,388
7,9011	0,371
8,0010	0,354
8,1010	0,337
8,2009	0,321
8,3009	0,304
8,4008	0,288
8,5008	0,272
8,6007	0,257
8,7007	0,241
8,8007	0,226
8,9006	0,214
