Position2, Run #1
Time ( s )	Position ( m )
0,0505	0,167
0,1505	0,161
0,2505	0,161
0,3505	0,161
0,4505	0,161
0,5505	0,164
0,6505	0,164
0,7505	0,164
0,8505	0,164
0,9505	0,161
1,0505	0,162
1,1505	0,164
1,2505	0,164
1,3505	0,161
1,4505	0,161
1,5505	0,164
1,6505	0,164
1,7505	0,164
1,8505	0,164
1,9505	0,164
2,0505	0,164
2,1505	0,164
2,2505	0,164
2,3505	0,164
2,4505	0,164
2,5505	0,164
2,6505	0,164
2,7505	0,164
2,8505	0,164
2,9505	0,164
3,0505	0,161
3,1505	0,164
3,2505	0,164
3,3505	0,164
3,4505	0,164
3,5505	0,172
3,6506	0,192
3,7506	0,222
3,8507	0,252
3,9508	0,282
4,0509	0,312
4,1510	0,342
4,2511	0,371
4,3512	0,400
4,4512	0,429
4,5513	0,458
4,6514	0,479
4,7514	0,481
4,8514	0,477
4,9514	0,472
5,0514	0,468
5,1513	0,463
5,2513	0,458
5,3513	0,453
5,4513	0,448
5,5513	0,443
5,6513	0,438
5,7513	0,433
5,8512	0,428
5,9512	0,423
6,0512	0,418
6,1512	0,413
6,2512	0,407
6,3512	0,402
6,4512	0,397
6,5511	0,391
6,6511	0,386
6,7511	0,381
6,8511	0,375
6,9511	0,370
7,0511	0,364
7,1510	0,359
7,2510	0,353
7,3510	0,347
7,4510	0,342
7,5510	0,336
7,6510	0,330
7,7509	0,324
7,8509	0,319
7,9509	0,313
8,0509	0,307
8,1509	0,301
8,2509	0,295
8,3508	0,289
8,4508	0,283
8,5508	0,277
8,6508	0,271
8,7508	0,265
8,8508	0,259
8,9507	0,253
9,0507	0,247
9,1507	0,241
9,2507	0,235
9,3507	0,229
