Position2, Run #8
Time ( s )	Position ( m )
0,0505	0,170
0,1505	0,169
0,2505	0,169
0,3505	0,169
0,4505	0,169
0,5505	0,169
0,6505	0,169
0,7505	0,169
0,8505	0,169
0,9505	0,169
1,0505	0,169
1,1505	0,169
1,2505	0,167
1,3505	0,167
1,4505	0,169
1,5505	0,169
1,6505	0,169
1,7505	0,169
1,8505	0,170
1,9505	0,170
2,0505	0,170
2,1505	0,170
2,2505	0,170
2,3505	0,170
2,4505	0,170
2,5505	0,170
2,6505	0,184
2,7506	0,214
2,8507	0,245
2,9508	0,275
3,0509	0,305
3,1510	0,335
3,2511	0,365
3,3511	0,394
3,4512	0,423
3,5513	0,453
3,6514	0,476
3,7514	0,481
3,8514	0,479
3,9514	0,476
4,0514	0,472
4,1514	0,469
4,2514	0,466
4,3513	0,462
4,4513	0,459
4,5513	0,455
4,6513	0,452
4,7513	0,448
4,8513	0,444
4,9513	0,441
5,0513	0,437
5,1513	0,433
5,2512	0,429
5,3512	0,425
5,4512	0,421
5,5512	0,417
5,6512	0,413
5,7512	0,409
5,8512	0,405
5,9512	0,401
6,0512	0,396
6,1511	0,392
6,2511	0,387
6,3511	0,383
6,4511	0,378
6,5511	0,373
6,6511	0,368
6,7511	0,363
6,8510	0,358
6,9510	0,353
7,0510	0,348
7,1510	0,342
7,2510	0,337
7,3510	0,331
7,4509	0,326
7,5509	0,320
7,6509	0,314
7,7509	0,308
7,8509	0,303
7,9509	0,296
8,0508	0,290
8,1508	0,284
8,2508	0,278
8,3508	0,271
