Position, Run #10
Time ( s )	Position ( m )
0,0040	1,387
0,1040	1,387
0,2040	1,387
0,3040	1,389
0,4040	1,387
0,5040	1,387
0,6040	1,387
0,7040	1,387
0,8040	1,387
0,9040	1,387
1,0040	1,389
1,1040	1,389
1,2040	1,390
1,3040	1,390
1,4040	1,390
1,5040	1,389
1,6040	1,389
1,7040	1,389
1,8040	1,387
1,9040	1,387
2,0040	1,387
2,1040	1,389
2,2040	1,387
2,3040	1,387
2,4040	1,387
2,5040	1,388
2,6040	1,389
2,7040	1,387
2,8040	1,388
2,9040	1,390
3,0040	1,383
3,1040	1,361
3,2039	1,337
3,3038	1,312
3,4037	1,285
3,5037	1,260
3,6036	1,235
3,7035	1,210
3,8034	1,185
3,9034	1,161
4,0033	1,136
4,1032	1,112
4,2032	1,088
4,3031	1,064
4,4030	1,039
4,5029	1,015
4,6029	0,991
4,7028	0,968
4,8027	0,945
4,9027	0,922
5,0026	0,899
5,1026	0,880
5,2025	0,858
5,3024	0,835
5,4024	0,813
5,5023	0,791
5,6022	0,769
5,7022	0,747
5,8021	0,726
5,9020	0,705
6,0020	0,683
6,1019	0,662
6,2019	0,641
6,3018	0,621
6,4017	0,600
6,5017	0,579
6,6016	0,559
6,7016	0,539
6,8015	0,519
6,9015	0,500
7,0014	0,480
7,1013	0,460
7,2013	0,441
7,3012	0,422
7,4012	0,404
7,5011	0,385
7,6011	0,367
7,7010	0,349
7,8010	0,331
7,9009	0,313
8,0009	0,296
8,1008	0,279
8,2008	0,261
8,3007	0,245
8,4007	0,228
8,5006	0,214
8,6006	0,202
8,7006	0,190
8,8005	0,186
