Position, Run #6
Time ( s )	Position ( m )
0,0040	1,386
0,1040	1,386
0,2040	1,386
0,3040	1,386
0,4040	1,386
0,5040	1,386
0,6040	1,386
0,7040	1,386
0,8040	1,386
0,9040	1,386
1,0040	1,386
1,1040	1,386
1,2040	1,386
1,3040	1,386
1,4040	1,386
1,5040	1,386
1,6040	1,386
1,7040	1,386
1,8040	1,386
1,9040	1,386
2,0040	1,386
2,1040	1,386
2,2040	1,386
2,3040	1,386
2,4040	1,386
2,5040	1,386
2,6040	1,386
2,7040	1,386
2,8040	1,386
2,9040	1,386
3,0040	1,385
3,1040	1,375
3,2039	1,352
3,3039	1,327
3,4038	1,302
3,5037	1,276
3,6036	1,251
3,7036	1,224
3,8035	1,200
3,9034	1,175
4,0033	1,151
4,1033	1,126
4,2032	1,103
4,3031	1,079
4,4031	1,053
4,5030	1,029
4,6029	1,006
4,7029	0,983
4,8028	0,959
4,9027	0,936
5,0027	0,913
5,1026	0,890
5,2025	0,872
5,3025	0,850
5,4024	0,828
5,5023	0,806
5,6023	0,784
5,7022	0,762
5,8022	0,741
5,9021	0,719
6,0020	0,698
6,1020	0,677
6,2019	0,657
6,3018	0,636
6,4018	0,615
6,5017	0,595
6,6017	0,575
6,7016	0,555
6,8016	0,535
6,9015	0,516
7,0014	0,496
7,1014	0,477
7,2013	0,458
7,3013	0,439
7,4012	0,420
7,5012	0,402
