Position2, Run #5
Time ( s )	Position ( m )
0,0505	0,170
0,1505	0,167
0,2505	0,169
0,3505	0,170
0,4505	0,170
0,5505	0,170
0,6505	0,169
0,7505	0,167
0,8505	0,167
0,9505	0,167
1,0505	0,167
1,1505	0,167
1,2505	0,167
1,3505	0,167
1,4505	0,167
1,5505	0,167
1,6505	0,170
1,7505	0,170
1,8505	0,170
1,9505	0,170
2,0505	0,170
2,1505	0,170
2,2505	0,170
2,3505	0,169
2,4505	0,167
2,5505	0,166
2,6505	0,167
2,7505	0,167
2,8505	0,169
2,9505	0,169
3,0505	0,170
3,1505	0,170
3,2505	0,170
3,3505	0,170
3,4505	0,168
3,5505	0,168
3,6505	0,170
3,7505	0,170
3,8505	0,170
3,9505	0,170
4,0505	0,170
4,1505	0,174
4,2506	0,200
4,3507	0,227
4,4507	0,254
4,5508	0,281
4,6509	0,307
4,7510	0,334
4,8510	0,359
4,9511	0,386
5,0512	0,411
5,1513	0,437
5,2513	0,462
5,3514	0,479
5,4514	0,482
5,5514	0,479
5,6514	0,476
5,7514	0,473
5,8514	0,470
5,9514	0,467
6,0513	0,464
6,1513	0,461
6,2513	0,458
6,3513	0,454
6,4513	0,451
6,5513	0,447
6,6513	0,444
6,7513	0,440
6,8513	0,437
6,9513	0,433
7,0512	0,430
7,1512	0,426
7,2512	0,422
7,3512	0,419
7,4512	0,415
7,5512	0,411
7,6512	0,407
7,7512	0,404
7,8512	0,400
7,9511	0,395
8,0511	0,391
8,1511	0,387
8,2511	0,383
8,3511	0,379
8,4511	0,374
