Position, Run #9
Time ( s )	Position ( m )
0,0040	1,388
0,1040	1,388
0,2040	1,387
0,3040	1,388
0,4040	1,388
0,5040	1,388
0,6040	1,388
0,7040	1,388
0,8040	1,388
0,9040	1,387
1,0040	1,387
1,1040	1,387
1,2040	1,388
1,3040	1,388
1,4040	1,388
1,5040	1,388
1,6040	1,388
1,7040	1,388
1,8040	1,388
1,9040	1,388
2,0040	1,388
2,1040	1,388
2,2040	1,388
2,3040	1,388
2,4040	1,388
2,5040	1,388
2,6040	1,388
2,7040	1,388
2,8040	1,388
2,9040	1,388
3,0040	1,388
3,1040	1,388
3,2040	1,378
3,3040	1,362
3,4039	1,337
3,5038	1,313
3,6037	1,284
3,7037	1,260
3,8036	1,234
3,9035	1,210
4,0034	1,185
4,1034	1,160
4,2033	1,136
4,3032	1,112
4,4032	1,088
4,5031	1,062
4,6030	1,038
4,7029	1,015
4,8029	0,991
4,9028	0,968
5,0027	0,946
5,1027	0,922
5,2026	0,900
5,3026	0,881
5,4025	0,859
5,5024	0,837
5,6024	0,815
5,7023	0,793
5,8022	0,772
5,9022	0,750
6,0021	0,729
6,1021	0,707
6,2020	0,686
6,3019	0,665
6,4019	0,645
6,5018	0,624
6,6018	0,604
6,7017	0,584
6,8016	0,563
6,9016	0,543
7,0015	0,524
7,1015	0,504
7,2014	0,484
7,3014	0,465
7,4013	0,445
7,5012	0,426
7,6012	0,407
7,7011	0,389
7,8011	0,370
7,9010	0,352
8,0010	0,333
8,1009	0,315
8,2009	0,297
8,3008	0,279
8,4008	0,261
8,5007	0,244
