Position, Run #8
Time ( s )	Position ( m )
0,0040	1,388
0,1040	1,389
0,2040	1,389
0,3040	1,389
0,4040	1,389
0,5040	1,389
0,6040	1,389
0,7040	1,389
0,8040	1,389
0,9040	1,390
1,0040	1,389
1,1040	1,389
1,2040	1,389
1,3040	1,389
1,4040	1,389
1,5040	1,389
1,6040	1,390
1,7040	1,389
1,8040	1,389
1,9040	1,389
2,0040	1,389
2,1040	1,389
2,2040	1,390
2,3040	1,389
2,4040	1,390
2,5040	1,390
2,6040	1,389
2,7040	1,389
2,8040	1,390
2,9040	1,389
3,0040	1,389
3,1040	1,389
3,2040	1,390
3,3040	1,389
3,4040	1,389
3,5040	1,390
3,6040	1,386
3,7040	1,374
3,8039	1,353
3,9039	1,328
4,0038	1,303
4,1037	1,275
4,2036	1,250
4,3036	1,225
4,4035	1,201
4,5034	1,176
4,6033	1,152
4,7033	1,128
4,8032	1,103
4,9031	1,077
5,0031	1,054
5,1030	1,032
5,2029	1,007
5,3029	0,983
5,4028	0,960
5,5027	0,937
5,6027	0,915
5,7026	0,894
5,8025	0,873
5,9025	0,851
6,0024	0,829
6,1023	0,807
6,2023	0,785
6,3022	0,763
6,4022	0,742
6,5021	0,720
6,6020	0,699
6,7020	0,678
6,8019	0,657
6,9019	0,637
7,0018	0,616
7,1017	0,596
7,2017	0,576
7,3016	0,556
7,4016	0,536
7,5015	0,516
7,6014	0,496
7,7014	0,477
7,8013	0,457
7,9013	0,438
8,0012	0,419
8,1012	0,400
8,2011	0,382
8,3011	0,363
