Position2, Run #10
Time ( s )	Position ( m )
0,0505	0,170
0,1505	0,169
0,2505	0,169
0,3505	0,169
0,4505	0,169
0,5505	0,169
0,6505	0,169
0,7505	0,169
0,8505	0,169
0,9505	0,169
1,0505	0,169
1,1505	0,169
1,2505	0,169
1,3505	0,169
1,4505	0,170
1,5505	0,170
1,6505	0,169
1,7505	0,169
1,8505	0,169
1,9505	0,180
2,0506	0,201
2,1507	0,232
2,2508	0,262
2,3508	0,292
2,4509	0,322
2,5510	0,352
2,6511	0,382
2,7512	0,411
2,8513	0,441
2,9514	0,468
3,0514	0,481
3,1514	0,479
3,2514	0,476
3,3514	0,472
3,4514	0,469
3,5514	0,465
3,6513	0,461
3,7513	0,458
3,8513	0,454
3,9513	0,450
4,0513	0,446
4,1513	0,442
4,2513	0,438
4,3513	0,433
4,4512	0,429
4,5512	0,425
4,6512	0,421
4,7512	0,416
4,8512	0,412
4,9512	0,408
5,0512	0,403
5,1512	0,399
5,2511	0,394
5,3511	0,390
5,4511	0,385
5,5511	0,380
5,6511	0,376
5,7511	0,371
5,8511	0,366
5,9510	0,361
6,0510	0,356
6,1510	0,351
6,2510	0,346
6,3510	0,341
6,4510	0,336
6,5510	0,330
6,6509	0,325
6,7509	0,320
6,8509	0,314
6,9509	0,309
7,0509	0,303
7,1509	0,298
7,2508	0,292
7,3508	0,286
7,4508	0,281
7,5508	0,275
7,6508	0,269
7,7508	0,263
7,8507	0,257
7,9507	0,251
8,0507	0,245
8,1507	0,238
8,2507	0,232
8,3507	0,226
8,4506	0,220
8,5506	0,213
8,6506	0,207
8,7506	0,201
