Position, Run #3
Time ( s )	Position ( m )
0,0040	1,385
0,1040	1,385
0,2040	1,385
0,3040	1,385
0,4040	1,385
0,5040	1,385
0,6040	1,385
0,7040	1,385
0,8040	1,385
0,9040	1,385
1,0040	1,385
1,1040	1,385
1,2040	1,385
1,3040	1,385
1,4040	1,385
1,5040	1,385
1,6040	1,385
1,7040	1,385
1,8040	1,385
1,9040	1,385
2,0040	1,385
2,1040	1,385
2,2040	1,385
2,3040	1,385
2,4040	1,385
2,5040	1,385
2,6040	1,385
2,7040	1,385
2,8040	1,385
2,9040	1,385
3,0040	1,385
3,1040	1,375
3,2039	1,354
3,3039	1,331
3,4038	1,304
3,5037	1,280
3,6036	1,255
3,7036	1,231
3,8035	1,206
3,9034	1,182
4,0034	1,158
4,1033	1,134
4,2032	1,111
4,3032	1,087
4,4031	1,063
4,5030	1,040
4,6030	1,017
4,7029	0,994
4,8028	0,969
4,9028	0,947
5,0027	0,926
5,1026	0,904
5,2026	0,883
5,3025	0,862
5,4024	0,840
5,5024	0,818
5,6023	0,796
5,7023	0,775
5,8022	0,754
5,9021	0,733
6,0021	0,712
6,1020	0,692
6,2020	0,671
6,3019	0,651
6,4018	0,631
6,5018	0,611
6,6017	0,591
6,7017	0,572
6,8016	0,552
6,9015	0,533
7,0015	0,513
7,1014	0,494
7,2014	0,475
7,3013	0,457
7,4013	0,438
7,5012	0,420
7,6012	0,402
7,7011	0,384
7,8011	0,367
7,9010	0,349
8,0010	0,331
8,1009	0,314
8,2009	0,297
8,3008	0,280
