Position, Run #5
Time ( s )	Position ( m )
0,0040	1,383
0,1040	1,384
0,2040	1,385
0,3040	1,386
0,4040	1,385
0,5040	1,384
0,6040	1,384
0,7040	1,384
0,8040	1,384
0,9040	1,384
1,0040	1,384
1,1040	1,385
1,2040	1,386
1,3040	1,385
1,4040	1,385
1,5040	1,385
1,6040	1,385
1,7040	1,385
1,8040	1,385
1,9040	1,386
2,0040	1,385
2,1040	1,385
2,2040	1,385
2,3040	1,385
2,4040	1,385
2,5040	1,385
2,6040	1,385
2,7040	1,385
2,8040	1,385
2,9040	1,385
3,0040	1,385
3,1040	1,385
3,2040	1,385
3,3040	1,382
3,4040	1,385
3,5040	1,385
3,6040	1,385
3,7040	1,385
3,8040	1,385
3,9040	1,385
4,0040	1,385
4,1040	1,386
4,2040	1,385
4,3040	1,386
4,4040	1,386
4,5040	1,385
4,6040	1,386
4,7040	1,386
4,8040	1,386
4,9040	1,386
5,0040	1,386
5,1040	1,385
5,2040	1,386
5,3040	1,383
5,4040	1,370
5,5039	1,349
5,6039	1,327
5,7038	1,305
5,8037	1,283
5,9037	1,259
6,0036	1,237
6,1035	1,215
6,2035	1,194
6,3034	1,173
6,4033	1,151
6,5033	1,130
6,6032	1,109
6,7032	1,089
6,8031	1,066
6,9030	1,048
7,0030	1,026
7,1029	1,006
7,2029	0,985
7,3028	0,966
7,4028	0,946
7,5027	0,927
7,6026	0,907
7,7026	0,889
7,8025	0,873
7,9025	0,854
8,0024	0,836
8,1024	0,817
8,2023	0,799
8,3023	0,781
8,4022	0,763
8,5022	0,745
