Position2, Run #9
Time ( s )	Position ( m )
0,0505	0,169
0,1505	0,169
0,2505	0,169
0,3505	0,169
0,4505	0,169
0,5505	0,169
0,6505	0,169
0,7505	0,169
0,8505	0,169
0,9505	0,170
1,0505	0,170
1,1505	0,170
1,2505	0,169
1,3505	0,169
1,4505	0,169
1,5505	0,169
1,6505	0,169
1,7505	0,169
1,8505	0,170
1,9505	0,170
2,0505	0,170
2,1505	0,176
2,2506	0,202
2,3507	0,233
2,4508	0,263
2,5509	0,293
2,6509	0,323
2,7510	0,353
2,8511	0,383
2,9512	0,412
3,0513	0,441
3,1514	0,469
3,2514	0,483
3,3514	0,482
3,4514	0,479
3,5514	0,476
3,6514	0,473
3,7514	0,470
3,8514	0,466
3,9513	0,463
4,0513	0,459
4,1513	0,455
4,2513	0,452
4,3513	0,448
4,4513	0,444
4,5513	0,440
4,6513	0,437
4,7513	0,433
4,8512	0,429
4,9512	0,425
5,0512	0,421
5,1512	0,416
5,2512	0,412
5,3512	0,408
5,4512	0,404
5,5512	0,399
5,6511	0,395
5,7511	0,391
5,8511	0,386
5,9511	0,381
6,0511	0,377
6,1511	0,372
6,2511	0,367
6,3511	0,362
6,4510	0,357
6,5510	0,352
6,6510	0,347
6,7510	0,342
6,8510	0,337
6,9510	0,332
7,0509	0,327
7,1509	0,321
7,2509	0,316
7,3509	0,310
7,4509	0,305
7,5509	0,299
7,6509	0,294
7,7508	0,288
7,8508	0,282
7,9508	0,276
8,0508	0,270
8,1508	0,264
8,2507	0,258
8,3507	0,252
8,4507	0,246
8,5507	0,239
