Angular Position, Run #5
Time ( s )	Angular Position ( rad )
0,0000	-0,872
0,0200	-0,831
0,0400	-0,785
0,0600	-0,738
0,0800	-0,686
0,1000	-0,631
0,1200	-0,573
0,1400	-0,515
0,1600	-0,452
0,1800	-0,390
0,2000	-0,325
0,2200	-0,259
0,2400	-0,193
0,2600	-0,126
0,2800	-0,058
0,3000	0,006
0,3200	0,072
0,3400	0,137
0,3600	0,199
0,3800	0,259
0,4000	0,319
0,4200	0,374
0,4400	0,427
0,4600	0,478
0,4800	0,523
0,5000	0,567
0,5200	0,606
0,5400	0,641
0,5600	0,672
0,5800	0,697
0,6000	0,719
0,6200	0,737
0,6400	0,748
0,6600	0,756
0,6800	0,759
0,7000	0,756
0,7200	0,748
0,7400	0,735
0,7600	0,718
0,7800	0,696
0,8000	0,671
0,8200	0,639
0,8400	0,605
0,8600	0,565
0,8800	0,525
0,9000	0,479
0,9200	0,430
0,9400	0,379
0,9600	0,325
0,9800	0,269
1,0000	0,209
1,0200	0,149
1,0400	0,086
1,0600	0,024
1,0800	-0,039
1,1000	-0,105
1,1200	-0,170
1,1400	-0,232
1,1600	-0,295
1,1800	-0,358
1,2000	-0,419
1,2200	-0,478
1,2400	-0,536
1,2600	-0,591
1,2800	-0,642
1,3000	-0,691
1,3200	-0,737
1,3400	-0,779
1,3600	-0,817
1,3800	-0,850
1,4000	-0,880
1,4200	-0,905
1,4400	-0,925
1,4600	-0,941
1,4800	-0,950
1,5000	-0,957
1,5200	-0,958
1,5400	-0,955
1,5600	-0,947
1,5800	-0,933
1,6000	-0,916
1,6200	-0,894
1,6400	-0,867
1,6600	-0,837
1,6800	-0,804
1,7000	-0,765
1,7200	-0,724
1,7400	-0,679
1,7600	-0,631
1,7800	-0,581
1,8000	-0,528
1,8200	-0,473
1,8400	-0,416
1,8600	-0,358
1,8800	-0,298
1,9000	-0,239
1,9200	-0,178
1,9400	-0,116
1,9600	-0,057
1,9800	0,005
2,0000	0,064
2,0200	0,123
2,0400	0,181
2,0600	0,236
2,0800	0,289
2,1000	0,339
2,1200	0,386
2,1400	0,432
2,1600	0,474
2,1800	0,512
2,2000	0,547
2,2200	0,578
2,2400	0,606
2,2600	0,630
2,2800	0,649
2,3000	0,664
2,3200	0,674
2,3400	0,679
2,3600	0,680
2,3800	0,679
2,4000	0,671
2,4200	0,658
2,4400	0,642
2,4600	0,622
2,4800	0,597
2,5000	0,569
2,5200	0,536
2,5400	0,501
2,5600	0,463
2,5800	0,421
2,6000	0,375
2,6200	0,328
2,6400	0,278
2,6600	0,226
2,6800	0,173
2,7000	0,118
2,7200	0,061
2,7400	0,003
2,7600	-0,057
2,7800	-0,115
2,8000	-0,173
2,8200	-0,231
2,8400	-0,289
2,8600	-0,346
2,8800	-0,401
2,9000	-0,454
2,9200	-0,506
2,9400	-0,554
2,9600	-0,603
2,9800	-0,647
3,0000	-0,688
3,0200	-0,726
3,0400	-0,760
3,0600	-0,790
3,0800	-0,817
3,1000	-0,840
3,1200	-0,858
3,1400	-0,872
3,1600	-0,881
3,1800	-0,886
3,2000	-0,886
3,2200	-0,883
3,2400	-0,875
3,2600	-0,862
3,2800	-0,847
3,3000	-0,826
3,3200	-0,801
3,3400	-0,774
3,3600	-0,743
3,3800	-0,708
3,4000	-0,669
3,4200	-0,628
3,4400	-0,584
3,4600	-0,540
3,4800	-0,490
3,5000	-0,440
3,5200	-0,390
3,5400	-0,336
3,5600	-0,283
3,5800	-0,226
3,6000	-0,171
3,6200	-0,116
3,6400	-0,061
3,6600	-0,006
3,6800	0,047
3,7000	0,101
3,7200	0,151
3,7400	0,201
3,7600	0,250
3,7800	0,295
3,8000	0,339
3,8200	0,380
3,8400	0,418
3,8600	0,452
3,8800	0,484
3,9000	0,512
3,9200	0,537
3,9400	0,558
3,9600	0,575
3,9800	0,589
4,0000	0,597
4,0200	0,603
4,0400	0,603
4,0600	0,602
4,0800	0,595
4,1000	0,583
4,1200	0,569
4,1400	0,550
4,1600	0,528
4,1800	0,501
4,2000	0,471
4,2200	0,440
4,2400	0,405
4,2600	0,368
4,2800	0,327
4,3000	0,283
4,3200	0,239
4,3400	0,192
4,3600	0,143
4,3800	0,093
4,4000	0,042
4,4200	-0,011
4,4400	-0,063
4,4600	-0,116
4,4800	-0,170
4,5000	-0,221
4,5200	-0,273
4,5400	-0,325
4,5600	-0,374
4,5800	-0,423
4,6000	-0,470
4,6200	-0,515
