Angular Position, Run #1
Time ( s )	Angular Position ( rad )
0,0000	-0,804
0,0200	-0,771
0,0400	-0,735
0,0600	-0,696
0,0800	-0,653
0,1000	-0,606
0,1200	-0,558
0,1400	-0,506
0,1600	-0,452
0,1800	-0,396
0,2000	-0,338
0,2200	-0,278
0,2400	-0,218
0,2600	-0,157
0,2800	-0,096
0,3000	-0,036
0,3200	0,025
0,3400	0,085
0,3600	0,143
0,3800	0,201
0,4000	0,256
0,4200	0,309
0,4400	0,361
0,4600	0,410
0,4800	0,457
0,5000	0,501
0,5200	0,540
0,5400	0,578
0,5600	0,611
0,5800	0,641
0,6000	0,668
0,6200	0,690
0,6400	0,707
0,6600	0,721
0,6800	0,730
0,7000	0,737
0,7200	0,738
0,7400	0,735
0,7600	0,729
0,7800	0,718
0,8000	0,704
0,8200	0,685
0,8400	0,663
0,8600	0,638
0,8800	0,609
0,9000	0,578
0,9200	0,543
0,9400	0,507
0,9600	0,467
0,9800	0,426
1,0000	0,382
1,0200	0,338
1,0400	0,291
1,0600	0,243
1,0800	0,195
1,1000	0,145
1,1200	0,096
1,1400	0,046
1,1600	-0,003
1,1800	-0,052
1,2000	-0,101
1,2200	-0,146
1,2400	-0,193
1,2600	-0,237
1,2800	-0,280
1,3000	-0,320
1,3200	-0,360
1,3400	-0,396
1,3600	-0,429
1,3800	-0,460
1,4000	-0,490
1,4200	-0,515
1,4400	-0,536
1,4600	-0,554
1,4800	-0,570
1,5000	-0,581
1,5200	-0,589
1,5400	-0,594
1,5600	-0,595
1,5800	-0,594
1,6000	-0,589
1,6200	-0,580
1,6400	-0,567
1,6600	-0,553
1,6800	-0,536
1,7000	-0,515
1,7200	-0,492
1,7400	-0,467
1,7600	-0,440
1,7800	-0,408
1,8000	-0,377
1,8200	-0,344
1,8400	-0,308
1,8600	-0,270
1,8800	-0,232
1,9000	-0,195
1,9200	-0,156
1,9400	-0,115
1,9600	-0,075
1,9800	-0,035
2,0000	0,005
2,0200	0,044
2,0400	0,082
2,0600	0,119
2,0800	0,157
2,1000	0,193
2,1200	0,226
2,1400	0,259
2,1600	0,289
2,1800	0,317
2,2000	0,344
2,2200	0,369
2,2400	0,390
2,2600	0,410
2,2800	0,427
2,3000	0,441
2,3200	0,454
2,3400	0,463
2,3600	0,470
2,3800	0,474
2,4000	0,476
2,4200	0,474
2,4400	0,471
2,4600	0,465
2,4800	0,456
2,5000	0,445
2,5200	0,432
2,5400	0,415
2,5600	0,397
2,5800	0,379
2,6000	0,357
2,6200	0,333
2,6400	0,309
2,6600	0,283
2,6800	0,256
2,7000	0,228
2,7200	0,199
2,7400	0,170
2,7600	0,138
2,7800	0,108
2,8000	0,077
2,8200	0,046
2,8400	0,014
2,8600	-0,016
2,8800	-0,046
2,9000	-0,077
2,9200	-0,105
2,9400	-0,134
2,9600	-0,162
2,9800	-0,187
3,0000	-0,212
3,0200	-0,236
3,0400	-0,258
3,0600	-0,278
3,0800	-0,297
3,1000	-0,313
3,1200	-0,328
3,1400	-0,341
3,1600	-0,352
3,1800	-0,360
3,2000	-0,366
3,2200	-0,371
3,2400	-0,372
3,2600	-0,372
3,2800	-0,372
3,3000	-0,368
3,3200	-0,361
3,3400	-0,353
3,3600	-0,344
3,3800	-0,331
3,4000	-0,319
3,4200	-0,303
3,4400	-0,286
3,4600	-0,269
3,4800	-0,250
3,5000	-0,228
3,5200	-0,207
3,5400	-0,184
3,5600	-0,162
3,5800	-0,138
3,6000	-0,113
3,6200	-0,088
3,6400	-0,064
3,6600	-0,039
3,6800	-0,014
3,7000	0,011
3,7200	0,035
3,7400	0,058
3,7600	0,082
3,7800	0,104
3,8000	0,124
3,8200	0,145
3,8400	0,163
3,8600	0,182
3,8800	0,199
3,9000	0,215
3,9200	0,229
3,9400	0,242
3,9600	0,253
3,9800	0,262
4,0000	0,270
4,0200	0,276
4,0400	0,281
4,0600	0,283
4,0800	0,284
4,1000	0,284
4,1200	0,283
4,1400	0,278
4,1600	0,275
4,1800	0,269
4,2000	0,259
4,2200	0,251
4,2400	0,240
4,2600	0,231
4,2800	0,218
4,3000	0,204
4,3200	0,190
4,3400	0,176
4,3600	0,160
4,3800	0,145
4,4000	0,127
4,4200	0,110
4,4400	0,093
4,4600	0,075
4,4800	0,057
4,5000	0,039
4,5200	0,020
4,5400	0,003
4,5600	-0,014
4,5800	-0,031
4,6000	-0,049
4,6200	-0,064
4,6400	-0,080
4,6600	-0,096
4,6800	-0,108
4,7000	-0,123
4,7200	-0,135
4,7400	-0,146
4,7600	-0,157
4,7800	-0,168
4,8000	-0,176
4,8200	-0,184
4,8400	-0,188
4,8600	-0,195
4,8800	-0,198
4,9000	-0,201
4,9200	-0,203
4,9400	-0,203
4,9600	-0,203
4,9800	-0,201
5,0000	-0,198
5,0200	-0,195
5,0400	-0,188
5,0600	-0,182
5,0800	-0,176
5,1000	-0,168
5,1200	-0,159
5,1400	-0,151
5,1600	-0,140
5,1800	-0,129
5,2000	-0,118
5,2200	-0,107
5,2400	-0,094
5,2600	-0,082
5,2800	-0,069
5,3000	-0,055
5,3200	-0,042
5,3400	-0,028
5,3600	-0,016
5,3800	-0,003
5,4000	0,009
5,4200	0,022
5,4400	0,035
5,4600	0,046
5,4800	0,058
