Angular Position, Run #4
Time ( s )	Angular Position ( rad )
0,0000	-0,870
0,0200	-0,834
0,0400	-0,793
0,0600	-0,749
0,0800	-0,702
0,1000	-0,650
0,1200	-0,595
0,1400	-0,539
0,1600	-0,481
0,1800	-0,419
0,2000	-0,355
0,2200	-0,292
0,2400	-0,226
0,2600	-0,160
0,2800	-0,093
0,3000	-0,028
0,3200	0,039
0,3400	0,104
0,3600	0,167
0,3800	0,229
0,4000	0,291
0,4200	0,349
0,4400	0,405
0,4600	0,457
0,4800	0,507
0,5000	0,554
0,5200	0,597
0,5400	0,636
0,5600	0,671
0,5800	0,701
0,6000	0,727
0,6200	0,749
0,6400	0,765
0,6600	0,778
0,6800	0,784
0,7000	0,787
0,7200	0,784
0,7400	0,776
0,7600	0,765
0,7800	0,748
0,8000	0,726
0,8200	0,701
0,8400	0,669
0,8600	0,636
0,8800	0,598
0,9000	0,556
0,9200	0,511
0,9400	0,463
0,9600	0,412
0,9800	0,358
1,0000	0,303
1,0200	0,243
1,0400	0,184
1,0600	0,123
1,0800	0,060
1,1000	-0,003
1,1200	-0,068
1,1400	-0,130
1,1600	-0,193
1,1800	-0,256
1,2000	-0,319
1,2200	-0,379
1,2400	-0,438
1,2600	-0,495
1,2800	-0,550
1,3000	-0,600
1,3200	-0,650
1,3400	-0,694
1,3600	-0,737
1,3800	-0,774
1,4000	-0,809
1,4200	-0,839
1,4400	-0,864
1,4600	-0,883
1,4800	-0,898
1,5000	-0,909
1,5200	-0,916
1,5400	-0,917
1,5600	-0,914
1,5800	-0,906
1,6000	-0,894
1,6200	-0,877
1,6400	-0,855
1,6600	-0,829
1,6800	-0,800
1,7000	-0,765
1,7200	-0,727
1,7400	-0,688
1,7600	-0,644
1,7800	-0,595
1,8000	-0,545
1,8200	-0,493
1,8400	-0,438
1,8600	-0,383
1,8800	-0,325
1,9000	-0,267
1,9200	-0,206
1,9400	-0,146
1,9600	-0,085
1,9800	-0,025
2,0000	0,035
2,0200	0,094
2,0400	0,152
2,0600	0,209
2,0800	0,262
2,1000	0,316
2,1200	0,366
2,1400	0,413
2,1600	0,457
2,1800	0,500
2,2000	0,537
2,2200	0,573
2,2400	0,605
2,2600	0,631
2,2800	0,655
2,3000	0,674
2,3200	0,688
2,3400	0,699
2,3600	0,704
2,3800	0,705
2,4000	0,702
2,4200	0,696
2,4400	0,683
2,4600	0,668
2,4800	0,647
2,5000	0,624
2,5200	0,595
2,5400	0,564
2,5600	0,529
2,5800	0,492
2,6000	0,449
2,6200	0,405
2,6400	0,360
2,6600	0,309
2,6800	0,259
2,7000	0,206
2,7200	0,151
2,7400	0,096
2,7600	0,038
2,7800	-0,020
2,8000	-0,077
2,8200	-0,135
2,8400	-0,192
2,8600	-0,250
2,8800	-0,305
2,9000	-0,360
2,9200	-0,413
2,9400	-0,463
2,9600	-0,514
2,9800	-0,561
3,0000	-0,603
3,0200	-0,644
3,0400	-0,682
3,0600	-0,716
3,0800	-0,746
3,1000	-0,773
3,1200	-0,795
3,1400	-0,814
3,1600	-0,826
3,1800	-0,837
3,2000	-0,840
3,2200	-0,842
3,2400	-0,839
3,2600	-0,831
3,2800	-0,818
3,3000	-0,803
3,3200	-0,782
3,3400	-0,759
3,3600	-0,732
3,3800	-0,701
3,4000	-0,666
3,4200	-0,630
3,4400	-0,589
3,4600	-0,545
3,4800	-0,500
3,5000	-0,452
3,5200	-0,404
3,5400	-0,352
3,5600	-0,300
3,5800	-0,247
3,6000	-0,192
3,6200	-0,137
3,6400	-0,083
3,6600	-0,028
3,6800	0,025
3,7000	0,079
3,7200	0,130
3,7400	0,182
3,7600	0,231
3,7800	0,280
3,8000	0,324
3,8200	0,368
3,8400	0,407
3,8600	0,445
3,8800	0,479
3,9000	0,511
3,9200	0,539
3,9400	0,562
3,9600	0,584
3,9800	0,600
4,0000	0,614
4,0200	0,624
4,0400	0,628
4,0600	0,630
4,0800	0,627
4,1000	0,620
4,1200	0,609
4,1400	0,595
4,1600	0,576
4,1800	0,554
4,2000	0,529
4,2200	0,501
4,2400	0,468
4,2600	0,435
4,2800	0,397
4,3000	0,357
4,3200	0,316
4,3400	0,272
4,3600	0,225
4,3800	0,176
4,4000	0,127
4,4200	0,077
4,4400	0,025
4,4600	-0,027
4,4800	-0,079
4,5000	-0,130
4,5200	-0,182
4,5400	-0,234
4,5600	-0,284
4,5800	-0,335
4,6000	-0,382
4,6200	-0,429
4,6400	-0,473
4,6600	-0,514
4,6800	-0,554
4,7000	-0,591
4,7200	-0,625
4,7400	-0,655
4,7600	-0,682
4,7800	-0,707
4,8000	-0,726
4,8200	-0,743
4,8400	-0,756
4,8600	-0,763
4,8800	-0,770
4,9000	-0,770
4,9200	-0,767
4,9400	-0,760
4,9600	-0,749
4,9800	-0,735
5,0000	-0,718
5,0200	-0,696
5,0400	-0,671
5,0600	-0,644
5,0800	-0,613
5,1000	-0,578
5,1200	-0,542
5,1400	-0,504
5,1600	-0,462
5,1800	-0,419
5,2000	-0,374
5,2200	-0,328
5,2400	-0,280
5,2600	-0,232
5,2800	-0,182
5,3000	-0,134
5,3200	-0,085
5,3400	-0,035
5,3600	0,016
5,3800	0,064
5,4000	0,110
5,4200	0,157
5,4400	0,203
5,4600	0,245
5,4800	0,286
5,5000	0,325
5,5200	0,361
5,5400	0,396
5,5600	0,427
5,5800	0,456
5,6000	0,481
5,6200	0,503
5,6400	0,522
5,6600	0,537
5,6800	0,548
5,7000	0,556
5,7200	0,561
5,7400	0,562
5,7600	0,561
5,7800	0,554
5,8000	0,543
5,8200	0,531
5,8400	0,515
5,8600	0,495
5,8800	0,471
5,9000	0,446
5,9200	0,416
5,9400	0,386
5,9600	0,352
5,9800	0,316
6,0000	0,278
6,0200	0,236
6,0400	0,195
6,0600	0,151
6,0800	0,105
6,1000	0,060
6,1200	0,014
6,1400	-0,033
6,1600	-0,080
6,1800	-0,129
6,2000	-0,174
6,2200	-0,221
6,2400	-0,267
6,2600	-0,313
6,2800	-0,355
6,3000	-0,397
6,3200	-0,437
6,3400	-0,476
6,3600	-0,512
6,3800	-0,545
6,4000	-0,575
6,4200	-0,603
6,4400	-0,627
6,4600	-0,650
6,4800	-0,668
6,5000	-0,682
6,5200	-0,694
6,5400	-0,702
6,5600	-0,707
6,5800	-0,707
6,6000	-0,705
6,6200	-0,699
6,6400	-0,688
6,6600	-0,675
6,6800	-0,660
6,7000	-0,641
6,7200	-0,619
6,7400	-0,594
6,7600	-0,565
6,7800	-0,536
6,8000	-0,503
6,8200	-0,468
6,8400	-0,430
6,8600	-0,391
6,8800	-0,350
6,9000	-0,309
6,9200	-0,267
6,9400	-0,223
6,9600	-0,179
6,9800	-0,134
7,0000	-0,088
7,0200	-0,044
7,0400	0,000
7,0600	0,044
7,0800	0,086
7,1000	0,129
7,1200	0,170
7,1400	0,209
7,1600	0,245
7,1800	0,280
7,2000	0,314
7,2200	0,344
7,2400	0,372
7,2600	0,399
7,2800	0,421
7,3000	0,441
7,3200	0,459
7,3400	0,473
7,3600	0,484
7,3800	0,492
7,4000	0,495
7,4200	0,496
7,4400	0,495
7,4600	0,490
7,4800	0,481
7,5000	0,468
7,5200	0,454
7,5400	0,437
7,5600	0,416
7,5800	0,393
7,6000	0,368
7,6200	0,339
7,6400	0,309
7,6600	0,276
7,6800	0,242
7,7000	0,206
7,7200	0,168
7,7400	0,129
7,7600	0,090
7,7800	0,047
7,8000	0,005
7,8200	-0,036
7,8400	-0,079
7,8600	-0,123
7,8800	-0,163
7,9000	-0,206
7,9200	-0,247
7,9400	-0,287
7,9600	-0,325
7,9800	-0,363
8,0000	-0,399
8,0200	-0,434
8,0400	-0,465
8,0600	-0,495
8,0800	-0,523
8,1000	-0,548
8,1200	-0,570
8,1400	-0,589
8,1600	-0,606
8,1800	-0,619
8,2000	-0,630
8,2200	-0,636
8,2400	-0,639
8,2600	-0,641
8,2800	-0,639
8,3000	-0,633
8,3200	-0,625
8,3400	-0,614
8,3600	-0,600
8,3800	-0,583
8,4000	-0,562
8,4200	-0,540
8,4400	-0,515
8,4600	-0,489
8,4800	-0,459
8,5000	-0,427
8,5200	-0,394
8,5400	-0,361
8,5600	-0,324
8,5800	-0,287
8,6000	-0,248
8,6200	-0,210
8,6400	-0,171
8,6600	-0,130
8,6800	-0,091
8,7000	-0,052
8,7200	-0,013
8,7400	0,027
8,7600	0,064
8,7800	0,102
8,8000	0,137
8,8200	0,171
8,8400	0,204
8,8600	0,236
8,8800	0,265
8,9000	0,292
8,9200	0,317
8,9400	0,339
8,9600	0,360
8,9800	0,379
9,0000	0,393
9,0200	0,405
9,0400	0,415
9,0600	0,421
9,0800	0,424
9,1000	0,426
9,1200	0,424
9,1400	0,421
9,1600	0,413
9,1800	0,404
9,2000	0,390
9,2200	0,374
9,2400	0,357
9,2600	0,336
9,2800	0,313
9,3000	0,289
9,3200	0,262
9,3400	0,234
9,3600	0,204
9,3800	0,173
9,4000	0,140
9,4200	0,104
9,4400	0,071
9,4600	0,033
9,4800	-0,003
9,5000	-0,041
9,5200	-0,079
9,5400	-0,115
9,5600	-0,152
9,5800	-0,187
9,6000	-0,225
9,6200	-0,259
9,6400	-0,294
9,6600	-0,327
9,6800	-0,358
9,7000	-0,388
9,7200	-0,416
9,7400	-0,441
9,7600	-0,467
9,7800	-0,487
9,8000	-0,507
9,8200	-0,525
9,8400	-0,539
9,8600	-0,550
9,8800	-0,559
9,9000	-0,565
9,9200	-0,569
9,9400	-0,569
9,9600	-0,569
9,9800	-0,562
10,0000	-0,556
10,0200	-0,545
10,0400	-0,533
10,0600	-0,518
10,0800	-0,501
10,1000	-0,482
10,1200	-0,460
10,1400	-0,437
10,1600	-0,412
10,1800	-0,385
10,2000	-0,357
10,2200	-0,325
10,2400	-0,295
10,2600	-0,262
10,2800	-0,229
10,3000	-0,196
10,3200	-0,162
