Position, Run #7
Time ( s )	Position ( m )
0,0044	1,507
0,1044	1,528
0,2045	1,557
0,3046	1,577
0,4046	1,597
0,5047	1,629
0,6048	1,648
0,7048	1,668
0,8049	1,694
0,9050	1,720
1,0050	1,736
1,1051	1,758
1,2052	1,783
1,3053	1,808
1,4053	1,826
1,5054	1,844
1,6054	1,864
1,7055	1,886
1,8055	1,906
1,9056	1,916
2,0056	1,910
2,1055	1,905
2,2055	1,899
2,3055	1,893
2,4055	1,886
2,5055	1,880
2,6054	1,874
2,7054	1,868
2,8054	1,861
2,9054	1,854
3,0054	1,847
3,1054	1,841
3,2053	1,834
3,3053	1,827
3,4053	1,820
3,5053	1,813
3,6052	1,806
3,7052	1,798
3,8052	1,791
3,9052	1,783
4,0052	1,776
4,1051	1,768
4,2051	1,760
4,3051	1,752
4,4051	1,744
4,5050	1,736
4,6050	1,728
4,7050	1,720
4,8050	1,712
4,9050	1,703
5,0049	1,695
5,1049	1,686
5,2049	1,678
5,3048	1,667
