Position, Run #2
Time ( s )	Position ( m )
0,0046	1,570
0,1046	1,596
0,2047	1,615
0,3048	1,637
0,4048	1,659
0,5049	1,684
0,6050	1,709
0,7050	1,727
0,8051	1,748
0,9051	1,769
1,0052	1,790
1,1053	1,810
1,2053	1,830
1,3054	1,850
1,4054	1,867
1,5055	1,887
1,6055	1,906
1,7056	1,916
1,8056	1,910
1,9055	1,905
2,0055	1,899
2,1055	1,892
2,2055	1,886
2,3055	1,879
2,4054	1,872
2,5054	1,866
2,6054	1,859
2,7054	1,852
2,8054	1,845
2,9053	1,839
3,0053	1,832
3,1053	1,825
3,2053	1,818
3,3053	1,812
3,4052	1,804
3,5052	1,797
