Angular Position, Run #9
Time ( s )	Angular Position ( rad )
0,0000	-0,027
0,0400	0,024
0,0800	0,072
0,1200	0,118
0,1600	0,160
0,2000	0,199
0,2400	0,234
0,2800	0,262
0,3200	0,284
0,3600	0,300
0,4000	0,308
0,4400	0,309
0,4800	0,303
0,5200	0,291
0,5600	0,270
0,6000	0,245
0,6400	0,214
0,6800	0,178
0,7200	0,137
0,7600	0,094
0,8000	0,049
0,8400	0,003
0,8800	-0,042
0,9200	-0,088
0,9600	-0,130
1,0000	-0,170
1,0400	-0,206
1,0800	-0,237
1,1200	-0,262
1,1600	-0,283
1,2000	-0,295
1,2400	-0,303
1,2800	-0,303
1,3200	-0,297
1,3600	-0,284
1,4000	-0,265
1,4400	-0,240
1,4800	-0,212
1,5200	-0,179
1,5600	-0,141
1,6000	-0,102
1,6400	-0,061
1,6800	-0,019
1,7200	0,022
1,7600	0,063
1,8000	0,102
1,8400	0,138
1,8800	0,171
1,9200	0,199
1,9600	0,223
2,0000	0,240
2,0400	0,253
2,0800	0,258
2,1200	0,259
2,1600	0,253
2,2000	0,240
2,2400	0,223
2,2800	0,201
2,3200	0,174
2,3600	0,143
2,4000	0,108
2,4400	0,072
2,4800	0,033
2,5200	-0,006
2,5600	-0,046
2,6000	-0,083
2,6400	-0,119
2,6800	-0,154
2,7200	-0,184
2,7600	-0,209
2,8000	-0,229
2,8400	-0,247
2,8800	-0,258
2,9200	-0,262
2,9600	-0,262
3,0000	-0,254
3,0400	-0,243
3,0800	-0,228
3,1200	-0,206
3,1600	-0,179
3,2000	-0,151
3,2400	-0,119
3,2800	-0,085
3,3200	-0,049
3,3600	-0,014
3,4000	0,022
3,4400	0,057
3,4800	0,090
3,5200	0,119
3,5600	0,148
3,6000	0,171
3,6400	0,190
3,6800	0,204
3,7200	0,214
3,7600	0,218
3,8000	0,218
3,8400	0,212
3,8800	0,201
3,9200	0,187
3,9600	0,167
4,0000	0,143
4,0400	0,116
4,0800	0,086
4,1200	0,055
4,1600	0,022
4,2000	-0,011
4,2400	-0,046
4,2800	-0,077
4,3200	-0,107
4,3600	-0,135
4,4000	-0,160
4,4400	-0,182
4,4800	-0,199
4,5200	-0,212
4,5600	-0,221
4,6000	-0,225
4,6400	-0,225
4,6800	-0,218
4,7200	-0,207
4,7600	-0,193
4,8000	-0,174
4,8400	-0,152
4,8800	-0,127
4,9200	-0,101
4,9600	-0,071
5,0000	-0,041
5,0400	-0,009
5,0800	0,022
5,1200	0,050
5,1600	0,079
5,2000	0,105
5,2400	0,127
5,2800	0,148
5,3200	0,163
5,3600	0,174
5,4000	0,182
5,4400	0,185
5,4800	0,185
5,5200	0,179
5,5600	0,168
5,6000	0,156
5,6400	0,137
5,6800	0,116
5,7200	0,093
5,7600	0,068
5,8000	0,041
5,8400	0,013
5,8800	-0,016
5,9200	-0,044
5,9600	-0,071
6,0000	-0,096
6,0400	-0,121
6,0800	-0,141
6,1200	-0,159
6,1600	-0,173
6,2000	-0,184
6,2400	-0,190
6,2800	-0,192
6,3200	-0,192
6,3600	-0,185
6,4000	-0,176
6,4400	-0,163
6,4800	-0,146
6,5200	-0,127
6,5600	-0,107
6,6000	-0,083
6,6400	-0,058
6,6800	-0,033
6,7200	-0,006
6,7600	0,019
6,8000	0,044
6,8400	0,068
6,8800	0,090
6,9200	0,108
6,9600	0,124
7,0000	0,137
7,0400	0,146
7,0800	0,152
7,1200	0,154
7,1600	0,152
7,2000	0,148
7,2400	0,138
7,2800	0,126
7,3200	0,112
7,3600	0,093
7,4000	0,074
7,4400	0,052
7,4800	0,028
7,5200	0,005
7,5600	-0,019
7,6000	-0,041
7,6400	-0,064
7,6800	-0,085
7,7200	-0,104
7,7600	-0,121
7,8000	-0,135
7,8400	-0,148
7,8800	-0,156
7,9200	-0,160
7,9600	-0,162
8,0000	-0,160
8,0400	-0,154
8,0800	-0,146
8,1200	-0,135
8,1600	-0,121
8,2000	-0,105
8,2400	-0,088
8,2800	-0,068
8,3200	-0,047
8,3600	-0,027
8,4000	-0,005
8,4400	0,017
8,4800	0,036
8,5200	0,055
8,5600	0,074
8,6000	0,088
8,6400	0,101
8,6800	0,112
8,7200	0,119
8,7600	0,123
8,8000	0,124
8,8400	0,123
8,8800	0,118
8,9200	0,110
8,9600	0,101
9,0000	0,088
9,0400	0,072
9,0800	0,057
9,1200	0,039
9,1600	0,020
9,2000	0,000
9,2400	-0,019
9,2800	-0,038
9,3200	-0,057
9,3600	-0,072
9,4000	-0,088
9,4400	-0,102
9,4800	-0,113
9,5200	-0,123
9,5600	-0,129
9,6000	-0,132
9,6400	-0,134
9,6800	-0,130
9,7200	-0,127
9,7600	-0,119
9,8000	-0,110
9,8400	-0,099
9,8800	-0,085
9,9200	-0,071
9,9600	-0,055
10,0000	-0,038
10,0400	-0,020
10,0800	-0,003
10,1200	0,014
10,1600	0,030
10,2000	0,046
10,2400	0,058
10,2800	0,071
10,3200	0,080
10,3600	0,088
10,4000	0,094
10,4400	0,097
10,4800	0,097
10,5200	0,097
10,5600	0,093
10,6000	0,086
10,6400	0,077
10,6800	0,066
10,7200	0,055
10,7600	0,041
10,8000	0,027
10,8400	0,011
10,8800	-0,003
10,9200	-0,019
10,9600	-0,035
11,0000	-0,049
11,0400	-0,063
11,0800	-0,074
11,1200	-0,085
11,1600	-0,094
11,2000	-0,101
11,2400	-0,105
11,2800	-0,107
