Angular Position, Run #8
Time ( s )	Angular Position ( rad )
0,0000	0,119
0,0400	0,165
0,0800	0,204
0,1200	0,239
0,1600	0,269
0,2000	0,291
0,2400	0,306
0,2800	0,316
0,3200	0,317
0,3600	0,311
0,4000	0,298
0,4400	0,278
0,4800	0,251
0,5200	0,220
0,5600	0,182
0,6000	0,141
0,6400	0,097
0,6800	0,050
0,7200	0,003
0,7600	-0,044
0,8000	-0,090
0,8400	-0,134
0,8800	-0,176
0,9200	-0,212
0,9600	-0,245
1,0000	-0,272
1,0400	-0,292
1,0800	-0,305
1,1200	-0,313
1,1600	-0,313
1,2000	-0,306
1,2400	-0,294
1,2800	-0,275
1,3200	-0,250
1,3600	-0,220
1,4000	-0,185
1,4400	-0,148
1,4800	-0,107
1,5200	-0,064
1,5600	-0,020
1,6000	0,024
1,6400	0,066
1,6800	0,105
1,7200	0,143
1,7600	0,178
1,8000	0,206
1,8400	0,231
1,8800	0,250
1,9200	0,264
1,9600	0,270
2,0000	0,270
2,0400	0,265
2,0800	0,253
2,1200	0,236
2,1600	0,212
2,2000	0,184
2,2400	0,152
2,2800	0,116
2,3200	0,077
2,3600	0,038
2,4000	-0,003
2,4400	-0,044
2,4800	-0,083
2,5200	-0,121
2,5600	-0,157
2,6000	-0,187
2,6400	-0,215
2,6800	-0,236
2,7200	-0,253
2,7600	-0,264
2,8000	-0,269
2,8400	-0,269
2,8800	-0,262
2,9200	-0,250
2,9600	-0,232
3,0000	-0,210
3,0400	-0,184
3,0800	-0,154
3,1200	-0,121
3,1600	-0,086
3,2000	-0,049
3,2400	-0,013
3,2800	0,025
3,3200	0,061
3,3600	0,094
3,4000	0,126
3,4400	0,154
3,4800	0,179
3,5200	0,198
3,5600	0,214
3,6000	0,223
3,6400	0,228
3,6800	0,228
3,7200	0,221
3,7600	0,210
3,8000	0,193
3,8400	0,173
3,8800	0,149
3,9200	0,121
3,9600	0,090
4,0000	0,057
4,0400	0,022
4,0800	-0,013
4,1200	-0,047
4,1600	-0,082
4,2000	-0,113
4,2400	-0,143
4,2800	-0,168
4,3200	-0,192
4,3600	-0,209
4,4000	-0,223
4,4400	-0,232
4,4800	-0,236
4,5200	-0,236
4,5600	-0,229
4,6000	-0,217
4,6400	-0,203
4,6800	-0,182
4,7200	-0,159
4,7600	-0,134
4,8000	-0,104
4,8400	-0,072
4,8800	-0,041
4,9200	-0,008
4,9600	0,024
5,0000	0,055
5,0400	0,085
5,0800	0,112
5,1200	0,135
5,1600	0,156
5,2000	0,173
5,2400	0,185
5,2800	0,193
5,3200	0,196
5,3600	0,196
5,4000	0,190
5,4400	0,179
5,4800	0,165
5,5200	0,146
5,5600	0,124
5,6000	0,099
5,6400	0,072
5,6800	0,044
5,7200	0,016
5,7600	-0,016
5,8000	-0,046
5,8400	-0,074
5,8800	-0,101
5,9200	-0,126
5,9600	-0,148
6,0000	-0,167
6,0400	-0,182
6,0800	-0,193
6,1200	-0,201
6,1600	-0,203
6,2000	-0,201
6,2400	-0,196
6,2800	-0,185
6,3200	-0,171
6,3600	-0,154
6,4000	-0,134
6,4400	-0,110
6,4800	-0,085
6,5200	-0,060
6,5600	-0,031
6,6000	-0,005
6,6400	0,024
6,6800	0,049
6,7200	0,074
6,7600	0,097
6,8000	0,118
6,8400	0,135
6,8800	0,149
6,9200	0,159
6,9600	0,165
7,0000	0,168
7,0400	0,167
7,0800	0,160
7,1200	0,151
7,1600	0,137
7,2000	0,121
7,2400	0,102
7,2800	0,080
7,3200	0,057
7,3600	0,031
7,4000	0,006
7,4400	-0,020
7,4800	-0,046
7,5200	-0,071
7,5600	-0,093
7,6000	-0,115
7,6400	-0,134
7,6800	-0,149
7,7200	-0,162
7,7600	-0,171
7,8000	-0,176
7,8400	-0,178
7,8800	-0,176
7,9200	-0,170
7,9600	-0,160
8,0000	-0,148
8,0400	-0,132
8,0800	-0,115
8,1200	-0,094
8,1600	-0,071
8,2000	-0,047
8,2400	-0,024
8,2800	0,000
8,3200	0,024
8,3600	0,047
8,4000	0,068
8,4400	0,088
8,4800	0,105
8,5200	0,118
8,5600	0,130
8,6000	0,138
8,6400	0,143
8,6800	0,143
8,7200	0,141
8,7600	0,135
8,8000	0,126
8,8400	0,113
8,8800	0,099
8,9200	0,082
8,9600	0,063
9,0000	0,042
9,0400	0,020
9,0800	-0,003
9,1200	-0,025
9,1600	-0,047
9,2000	-0,068
9,2400	-0,088
9,2800	-0,105
9,3200	-0,121
9,3600	-0,134
9,4000	-0,145
9,4400	-0,151
9,4800	-0,154
9,5200	-0,154
9,5600	-0,152
9,6000	-0,146
9,6400	-0,137
9,6800	-0,126
9,7200	-0,112
9,7600	-0,096
9,8000	-0,077
9,8400	-0,058
9,8800	-0,038
9,9200	-0,016
9,9600	0,005
10,0000	0,025
10,0400	0,044
10,0800	0,061
10,1200	0,079
10,1600	0,093
10,2000	0,104
10,2400	0,112
