Position2, Run #6
Time ( s )	Position ( m )
0,0505	0,166
0,1505	0,166
0,2505	0,166
0,3505	0,166
0,4505	0,166
0,5505	0,166
0,6505	0,166
0,7505	0,166
0,8505	0,167
0,9505	0,167
1,0505	0,167
1,1505	0,167
1,2505	0,167
1,3505	0,167
1,4505	0,167
1,5505	0,167
1,6505	0,167
1,7505	0,167
1,8505	0,167
1,9505	0,166
2,0505	0,166
2,1505	0,166
2,2505	0,166
2,3505	0,166
2,4505	0,166
2,5505	0,166
2,6505	0,165
2,7505	0,166
2,8505	0,166
2,9505	0,164
3,0505	0,158
3,1505	0,160
3,2505	0,160
3,3505	0,160
3,4505	0,160
3,5505	0,160
3,6505	0,161
3,7505	0,161
3,8505	0,162
3,9505	0,162
4,0505	0,162
4,1505	0,163
4,2505	0,163
4,3505	0,163
4,4505	0,164
4,5505	0,164
4,6505	0,164
4,7505	0,164
4,8505	0,165
4,9505	0,165
5,0505	0,165
5,1505	0,165
5,2505	0,165
5,3505	0,162
5,4505	0,160
5,5505	0,161
5,6505	0,160
5,7505	0,160
5,8505	0,160
5,9505	0,160
6,0505	0,160
6,1505	0,160
6,2505	0,160
6,3505	0,160
6,4505	0,160
6,5505	0,160
6,6505	0,160
6,7505	0,160
6,8505	0,160
6,9505	0,160
7,0505	0,160
7,1505	0,160
7,2505	0,160
7,3505	0,160
7,4505	0,160
7,5505	0,160
7,6505	0,161
7,7505	0,160
7,8505	0,160
7,9505	0,160
8,0505	0,173
8,1507	0,234
8,2509	0,309
8,3511	0,383
8,4513	0,456
8,5515	0,529
8,6517	0,602
8,7520	0,674
8,8521	0,723
8,9521	0,722
9,0521	0,715
9,1521	0,707
9,2520	0,699
9,3520	0,691
9,4520	0,683
9,5520	0,675
9,6519	0,666
9,7519	0,658
9,8519	0,650
9,9519	0,641
10,0518	0,632
10,1518	0,624
10,2518	0,615
10,3518	0,606
10,4517	0,597
10,5517	0,588
10,6517	0,579
10,7517	0,570
10,8516	0,561
10,9516	0,551
11,0516	0,542
11,1515	0,533
11,2515	0,524
11,3515	0,514
11,4515	0,505
11,5514	0,496
11,6514	0,486
11,7514	0,477
11,8514	0,467
11,9513	0,457
12,0513	0,448
12,1513	0,438
12,2512	0,428
12,3512	0,418
12,4512	0,408
12,5512	0,398
12,6511	0,388
12,7511	0,378
12,8511	0,367
12,9510	0,357
13,0510	0,346
13,1510	0,335
13,2509	0,325
13,3509	0,314
13,4509	0,303
13,5508	0,292
13,6508	0,281
13,7508	0,270
13,8508	0,259
