Position2, Run #4
Time ( s )	Position ( m )
0,0505	0,161
0,1505	0,160
0,2505	0,160
0,3505	0,160
0,4505	0,161
0,5505	0,161
0,6505	0,161
0,7505	0,161
0,8505	0,161
0,9505	0,161
1,0505	0,160
1,1505	0,160
1,2505	0,161
1,3505	0,160
1,4505	0,160
1,5505	0,160
1,6505	0,160
1,7505	0,160
1,8505	0,160
1,9506	0,216
2,0508	0,291
2,1511	0,365
2,2513	0,438
2,3515	0,511
2,4517	0,585
2,5519	0,657
2,6521	0,712
2,7521	0,714
2,8521	0,707
2,9520	0,699
3,0520	0,692
3,1520	0,684
3,2520	0,676
3,3519	0,669
3,4519	0,661
3,5519	0,653
3,6519	0,645
3,7519	0,637
3,8518	0,628
3,9518	0,620
4,0518	0,612
4,1518	0,604
4,2517	0,595
4,3517	0,587
4,4517	0,578
4,5517	0,570
4,6516	0,561
4,7516	0,552
4,8516	0,544
4,9516	0,535
5,0515	0,526
5,1515	0,517
5,2515	0,508
5,3515	0,499
5,4514	0,490
5,5514	0,481
5,6514	0,472
5,7513	0,463
5,8513	0,454
5,9513	0,444
6,0513	0,435
6,1512	0,426
6,2512	0,416
6,3512	0,406
6,4512	0,397
6,5511	0,387
6,6511	0,377
6,7511	0,367
6,8510	0,357
6,9510	0,347
7,0510	0,337
7,1509	0,326
7,2509	0,316
