Position, Run #7
Time ( s )	Position ( m )
0,0034	1,184
0,1034	1,184
0,2034	1,184
0,3034	1,184
0,4034	1,184
0,5034	1,184
0,6034	1,184
0,7034	1,184
0,8034	1,184
0,9034	1,184
1,0034	1,184
1,1034	1,184
1,2034	1,184
1,3034	1,184
1,4034	1,184
1,5034	1,184
1,6034	1,184
1,7034	1,184
1,8034	1,184
1,9034	1,184
2,0034	1,184
2,1034	1,184
2,2034	1,184
2,3034	1,184
2,4034	1,184
2,5034	1,184
2,6034	1,184
2,7034	1,184
2,8034	1,184
2,9034	1,184
3,0034	1,184
3,1034	1,184
3,2034	1,184
3,3034	1,184
3,4034	1,184
3,5034	1,184
3,6034	1,184
3,7034	1,184
3,8034	1,184
3,9034	1,184
4,0034	1,184
4,1034	1,184
4,2034	1,184
4,3034	1,184
4,4034	1,183
4,5034	1,155
4,6032	1,094
4,7030	1,033
4,8028	0,972
4,9026	0,911
5,0025	0,854
5,1023	0,794
5,2021	0,734
5,3020	0,674
5,4018	0,615
5,5016	0,556
5,6014	0,498
5,7013	0,440
5,8011	0,383
5,9009	0,326
6,0008	0,269
6,1006	0,216
6,2005	0,170
6,3005	0,183
6,4007	0,225
6,5008	0,278
6,6010	0,331
6,7011	0,384
6,8013	0,437
6,9014	0,490
7,0016	0,544
7,1017	0,597
7,2019	0,651
7,3020	0,704
7,4022	0,758
7,5024	0,811
7,6025	0,865
7,7027	0,914
7,8028	0,972
7,9030	1,026
8,0031	1,079
8,1033	1,132
8,2034	1,186
8,3035	1,192
8,4034	1,181
8,5034	1,181
8,6034	1,180
8,7034	1,180
8,8034	1,180
8,9034	1,180
9,0034	1,179
9,1034	1,180
9,2034	1,180
9,3034	1,180
9,4034	1,181
9,5034	1,183
9,6034	1,183
9,7034	1,184
9,8034	1,185
9,9034	1,184
10,0034	1,184
10,1034	1,183
10,2034	1,183
10,3034	1,182
10,4034	1,182
10,5034	1,182
10,6034	1,182
10,7034	1,182
