Position, Run #9
Time ( s )	Position ( m )
0,0035	1,188
0,1035	1,188
0,2035	1,188
0,3035	1,187
0,4035	1,188
0,5035	1,188
0,6035	1,188
0,7035	1,188
0,8035	1,188
0,9035	1,188
1,0035	1,188
1,1035	1,188
1,2035	1,188
1,3035	1,188
1,4035	1,188
1,5035	1,188
1,6035	1,188
1,7035	1,188
1,8035	1,188
1,9035	1,188
2,0035	1,188
2,1035	1,187
2,2035	1,188
2,3035	1,188
2,4035	1,187
2,5034	1,168
2,6032	1,111
2,7030	1,049
2,8029	0,987
2,9027	0,925
3,0025	0,865
3,1023	0,804
3,2022	0,743
3,3020	0,682
3,4018	0,621
3,5016	0,562
3,6015	0,502
3,7013	0,443
3,8011	0,385
3,9010	0,327
4,0008	0,270
4,1006	0,213
4,2005	0,171
4,3005	0,183
4,4007	0,226
4,5008	0,279
4,6010	0,333
4,7011	0,387
4,8013	0,440
4,9014	0,494
5,0016	0,548
5,1017	0,602
5,2019	0,656
5,3021	0,710
5,4022	0,764
5,5024	0,819
5,6025	0,873
5,7027	0,926
5,8028	0,980
5,9030	1,034
6,0032	1,088
6,1033	1,142
6,2035	1,198
6,3035	1,189
6,4034	1,186
6,5034	1,186
6,6034	1,186
6,7034	1,186
6,8034	1,186
6,9034	1,186
7,0034	1,186
7,1035	1,187
7,2035	1,187
7,3035	1,188
7,4035	1,189
7,5035	1,189
7,6035	1,188
7,7035	1,188
7,8035	1,188
7,9035	1,188
8,0035	1,188
8,1035	1,188
8,2035	1,189
8,3035	1,189
8,4035	1,189
8,5035	1,189
8,6035	1,189
8,7035	1,189
8,8035	1,189
8,9035	1,189
9,0035	1,189
9,1035	1,189
