Position2, Run #7
Time ( s )	Position ( m )
0,0505	0,161
0,1505	0,161
0,2505	0,161
0,3505	0,161
0,4505	0,161
0,5505	0,161
0,6505	0,161
0,7505	0,161
0,8505	0,161
0,9505	0,161
1,0505	0,161
1,1505	0,161
1,2505	0,160
1,3505	0,161
1,4505	0,161
1,5505	0,161
1,6505	0,161
1,7505	0,161
1,8505	0,161
1,9505	0,161
2,0505	0,161
2,1505	0,161
2,2505	0,161
2,3505	0,161
2,4505	0,161
2,5505	0,161
2,6505	0,161
2,7505	0,161
2,8505	0,161
2,9505	0,161
3,0505	0,161
3,1505	0,161
3,2505	0,161
3,3505	0,160
3,4505	0,160
3,5505	0,161
3,6505	0,161
3,7506	0,212
3,8508	0,286
3,9510	0,358
4,0512	0,430
4,1515	0,502
4,2517	0,574
4,3519	0,646
4,4521	0,707
4,5521	0,716
4,6521	0,709
4,7520	0,701
4,8520	0,693
4,9520	0,685
5,0520	0,678
5,1519	0,670
5,2519	0,662
5,3519	0,654
5,4519	0,645
5,5519	0,637
5,6518	0,629
5,7518	0,620
5,8518	0,612
5,9518	0,603
6,0517	0,595
6,1517	0,586
6,2517	0,578
6,3517	0,569
6,4516	0,560
6,5516	0,551
6,6516	0,543
6,7516	0,534
6,8515	0,525
6,9515	0,516
7,0515	0,507
7,1514	0,498
7,2514	0,489
7,3514	0,480
7,4514	0,470
7,5513	0,461
7,6513	0,452
7,7513	0,443
7,8513	0,434
7,9512	0,424
8,0512	0,415
8,1512	0,406
8,2512	0,397
8,3511	0,388
8,4511	0,379
8,5511	0,370
8,6510	0,360
8,7510	0,351
8,8510	0,341
8,9510	0,332
9,0509	0,322
9,1509	0,313
9,2509	0,303
9,3509	0,294
9,4508	0,284
9,5508	0,275
9,6508	0,265
9,7507	0,256
9,8507	0,246
9,9507	0,237
10,0507	0,228
10,1506	0,218
10,2506	0,209
10,3506	0,200
10,4506	0,190
10,5505	0,185
10,6505	0,179
