Position, Run #8
Time ( s )	Position ( m )
0,0034	1,183
0,1034	1,183
0,2034	1,183
0,3034	1,183
0,4034	1,183
0,5034	1,183
0,6034	1,183
0,7034	1,183
0,8034	1,183
0,9034	1,183
1,0034	1,183
1,1034	1,183
1,2034	1,183
1,3034	1,183
1,4034	1,183
1,5034	1,183
1,6034	1,183
1,7034	1,183
1,8034	1,183
1,9034	1,183
2,0034	1,183
2,1034	1,183
2,2034	1,183
2,3034	1,183
2,4034	1,175
2,5033	1,127
2,6031	1,062
2,7029	1,000
2,8027	0,938
2,9026	0,880
3,0024	0,818
3,1022	0,757
3,2020	0,696
3,3018	0,635
3,4017	0,575
3,5015	0,515
3,6013	0,455
3,7012	0,397
3,8010	0,338
3,9008	0,280
4,0006	0,222
4,1005	0,178
4,2005	0,177
4,3006	0,217
4,4008	0,271
4,5009	0,325
4,6011	0,379
4,7013	0,433
4,8014	0,487
4,9016	0,541
5,0017	0,595
5,1019	0,650
5,2020	0,704
5,3022	0,759
5,4024	0,813
5,5025	0,867
5,6027	0,921
5,7028	0,976
5,8030	1,030
5,9031	1,084
6,0033	1,140
6,1035	1,194
6,2035	1,192
6,3034	1,181
6,4034	1,180
6,5034	1,179
6,6034	1,179
6,7034	1,179
6,8034	1,179
6,9034	1,178
7,0034	1,178
7,1034	1,179
