Position2, Run #2
Time ( s )	Position ( m )
0,0505	0,164
0,1505	0,164
0,2505	0,164
0,3505	0,163
0,4505	0,163
0,5505	0,163
0,6505	0,163
0,7505	0,162
0,8505	0,162
0,9505	0,161
1,0505	0,161
1,1505	0,160
1,2505	0,160
1,3505	0,161
1,4505	0,161
1,5505	0,162
1,6505	0,162
1,7505	0,162
1,8505	0,162
1,9505	0,162
2,0505	0,163
2,1505	0,163
2,2505	0,163
2,3505	0,163
2,4505	0,163
2,5505	0,163
2,6505	0,163
2,7505	0,163
2,8505	0,163
2,9505	0,163
3,0505	0,163
3,1505	0,163
3,2505	0,163
3,3505	0,162
3,4505	0,162
3,5505	0,162
3,6505	0,162
3,7505	0,161
3,8505	0,161
3,9505	0,160
4,0505	0,161
4,1505	0,161
4,2505	0,161
4,3505	0,162
4,4505	0,162
4,5505	0,162
4,6505	0,162
4,7505	0,162
4,8505	0,162
4,9505	0,162
5,0505	0,162
5,1505	0,162
5,2505	0,162
5,3505	0,162
5,4505	0,162
5,5505	0,162
5,6505	0,162
5,7505	0,161
5,8505	0,161
5,9505	0,161
6,0505	0,160
6,1505	0,161
6,2505	0,161
6,3505	0,161
6,4505	0,161
6,5506	0,212
6,6508	0,283
6,7510	0,354
6,8512	0,424
6,9514	0,495
7,0516	0,566
7,1518	0,636
7,2520	0,701
7,3521	0,720
7,4521	0,713
7,5521	0,706
7,6520	0,698
7,7520	0,691
7,8520	0,683
7,9520	0,675
8,0519	0,668
8,1519	0,660
8,2519	0,652
8,3519	0,644
8,4518	0,636
8,5518	0,628
8,6518	0,620
8,7518	0,612
8,8518	0,603
8,9517	0,595
9,0517	0,587
9,1517	0,578
9,2517	0,570
9,3516	0,561
9,4516	0,552
9,5516	0,544
9,6516	0,535
9,7515	0,526
9,8515	0,517
9,9515	0,509
10,0515	0,499
10,1514	0,491
10,2514	0,482
10,3514	0,472
10,4513	0,464
10,5513	0,454
10,6513	0,445
10,7513	0,436
10,8512	0,427
10,9512	0,418
