Position2, Run #3
Time ( s )	Position ( m )
0,0505	0,161
0,1505	0,161
0,2505	0,161
0,3505	0,161
0,4505	0,161
0,5505	0,162
0,6505	0,162
0,7505	0,162
0,8505	0,162
0,9505	0,162
1,0505	0,162
1,1505	0,162
1,2505	0,162
1,3505	0,162
1,4505	0,162
1,5505	0,162
1,6505	0,162
1,7505	0,162
1,8505	0,161
1,9505	0,161
2,0505	0,186
2,1507	0,251
2,2509	0,323
2,3511	0,393
2,4513	0,464
2,5516	0,535
2,6518	0,605
2,7520	0,675
2,8521	0,718
2,9521	0,715
3,0521	0,708
3,1520	0,701
3,2520	0,693
3,3520	0,686
3,4520	0,678
3,5519	0,670
3,6519	0,663
3,7519	0,655
3,8519	0,647
3,9519	0,639
4,0518	0,631
4,1518	0,623
4,2518	0,615
4,3518	0,607
4,4517	0,599
4,5517	0,591
4,6517	0,582
4,7517	0,574
4,8516	0,566
4,9516	0,557
5,0516	0,549
5,1516	0,540
5,2515	0,531
5,3515	0,522
5,4515	0,513
5,5515	0,504
5,6514	0,495
5,7514	0,486
5,8514	0,477
5,9514	0,468
6,0513	0,459
