Position2, Run #8
Time ( s )	Position ( m )
0,0505	0,160
0,1505	0,160
0,2505	0,160
0,3505	0,160
0,4505	0,160
0,5505	0,160
0,6505	0,160
0,7505	0,160
0,8505	0,160
0,9505	0,160
1,0505	0,160
1,1505	0,160
1,2505	0,160
1,3505	0,160
1,4505	0,160
1,5505	0,160
1,6505	0,172
1,7507	0,239
1,8509	0,313
1,9511	0,387
2,0513	0,460
2,1516	0,534
2,2518	0,607
2,3520	0,679
2,4521	0,718
2,5521	0,714
2,6521	0,707
2,7520	0,700
2,8520	0,692
2,9520	0,685
3,0520	0,678
3,1519	0,670
3,2519	0,662
3,3519	0,655
3,4519	0,647
3,5519	0,639
3,6518	0,631
3,7518	0,623
3,8518	0,615
3,9518	0,607
4,0517	0,598
4,1517	0,590
4,2517	0,581
4,3517	0,573
4,4516	0,564
4,5516	0,555
4,6516	0,547
4,7516	0,538
4,8515	0,529
4,9515	0,520
5,0515	0,511
5,1515	0,502
5,2514	0,493
5,3514	0,484
5,4514	0,475
5,5514	0,465
5,6513	0,456
5,7513	0,446
5,8513	0,437
5,9512	0,428
6,0512	0,418
6,1512	0,408
6,2512	0,399
6,3511	0,390
6,4511	0,380
6,5511	0,370
6,6510	0,361
6,7510	0,351
6,8510	0,341
6,9510	0,332
7,0509	0,322
7,1509	0,312
