Position, Run #3
Time ( s )	Position ( m )
0,0034	1,180
0,1034	1,181
0,2034	1,181
0,3034	1,180
0,4034	1,180
0,5034	1,181
0,6034	1,180
0,7034	1,180
0,8034	1,180
0,9034	1,181
1,0034	1,181
1,1034	1,180
1,2034	1,181
1,3034	1,181
1,4034	1,180
1,5034	1,180
1,6034	1,180
1,7034	1,180
1,8034	1,181
1,9034	1,181
2,0034	1,180
2,1034	1,180
2,2034	1,180
2,3034	1,181
2,4034	1,180
2,5034	1,181
2,6034	1,180
2,7034	1,181
2,8034	1,175
2,9033	1,131
3,0031	1,071
3,1029	1,011
3,2028	0,952
3,3026	0,892
3,4024	0,835
3,5023	0,776
3,6021	0,717
3,7019	0,659
3,8017	0,601
3,9016	0,543
4,0014	0,486
4,1012	0,429
4,2011	0,373
4,3009	0,317
4,4008	0,261
4,5006	0,209
4,6005	0,167
4,7005	0,187
4,8007	0,229
4,9008	0,281
5,0010	0,334
5,1011	0,386
5,2013	0,437
5,3014	0,490
5,4016	0,543
5,5017	0,595
5,6019	0,648
5,7020	0,701
5,8022	0,754
5,9023	0,807
6,0025	0,860
