Position, Run #5
Time ( s )	Position ( m )
0,0034	1,175
0,1034	1,175
0,2034	1,175
0,3034	1,175
0,4034	1,175
0,5034	1,175
0,6034	1,175
0,7034	1,176
0,8034	1,176
0,9034	1,175
1,0034	1,175
1,1034	1,176
1,2034	1,175
1,3034	1,176
1,4034	1,175
1,5034	1,175
1,6034	1,175
1,7034	1,175
1,8034	1,176
1,9034	1,175
2,0034	1,175
2,1034	1,176
2,2034	1,175
2,3034	1,175
2,4034	1,175
2,5034	1,175
2,6034	1,175
2,7034	1,170
2,8033	1,124
2,9031	1,061
3,0029	1,000
3,1027	0,939
3,2026	0,882
3,3024	0,822
3,4022	0,762
3,5020	0,702
3,6019	0,643
3,7017	0,584
3,8015	0,525
3,9014	0,467
4,0012	0,409
4,1010	0,352
4,2009	0,295
4,3007	0,238
4,4006	0,192
4,5005	0,165
4,6006	0,205
4,7007	0,255
4,8009	0,309
4,9011	0,362
5,0012	0,415
5,1014	0,468
5,2015	0,522
5,3017	0,576
5,4018	0,630
5,5020	0,683
5,6021	0,737
5,7023	0,791
5,8025	0,845
5,9026	0,898
6,0028	0,953
6,1029	1,007
6,2031	1,064
6,3032	1,118
6,4034	1,171
6,5034	1,184
6,6034	1,174
6,7034	1,174
6,8034	1,174
6,9034	1,174
7,0034	1,174
7,1034	1,174
7,2034	1,175
7,3034	1,175
7,4034	1,176
7,5034	1,176
7,6034	1,176
7,7034	1,175
