Position, Run #10
Time ( s )	Position ( m )
0,0034	1,178
0,1034	1,178
0,2034	1,178
0,3034	1,178
0,4034	1,178
0,5034	1,178
0,6034	1,177
0,7034	1,178
0,8034	1,178
0,9034	1,178
1,0034	1,178
1,1034	1,178
1,2034	1,178
1,3034	1,178
1,4034	1,178
1,5034	1,178
1,6034	1,177
1,7034	1,177
1,8034	1,177
1,9034	1,177
2,0034	1,177
2,1034	1,178
2,2034	1,178
2,3034	1,176
2,4033	1,149
2,5032	1,091
2,6030	1,029
2,7028	0,972
2,8026	0,911
2,9025	0,855
3,0023	0,796
3,1021	0,738
3,2020	0,679
3,3018	0,621
3,4016	0,564
3,5015	0,507
3,6013	0,450
3,7011	0,394
3,8010	0,338
3,9008	0,283
4,0007	0,228
4,1005	0,185
4,2005	0,171
4,3006	0,209
4,4008	0,260
4,5009	0,312
4,6011	0,363
4,7012	0,415
4,8014	0,466
4,9015	0,518
5,0017	0,571
5,1018	0,623
5,2020	0,675
5,3021	0,727
5,4023	0,779
5,5024	0,831
5,6026	0,883
5,7027	0,935
5,8029	0,988
5,9030	1,040
6,0032	1,092
6,1033	1,144
6,2035	1,198
6,3036	1,249
6,4038	1,303
6,5039	1,353
6,6041	1,405
6,7042	1,457
6,8044	1,506
6,9044	1,529
7,0045	1,545
7,1045	1,560
7,2046	1,575
7,3046	1,590
7,4047	1,605
