Position, Run #7
Time ( s )	Position ( m )
0,0023	0,784
0,1024	0,833
0,2026	0,880
0,3027	0,928
0,4028	0,976
0,5030	1,027
0,6031	1,075
0,7033	1,123
0,8034	1,174
0,9036	1,225
1,0037	1,272
1,1039	1,325
1,2040	1,368
1,3041	1,411
1,4042	1,454
1,5155	5,321
1,6045	1,555
1,7047	1,606
1,8058	2,004
1,9058	2,008
2,0058	2,010
2,1059	2,014
2,2053	1,820
2,3054	1,863
2,4056	1,913
2,5056	1,917
2,6055	1,903
2,7055	1,889
2,8055	1,875
2,9054	1,861
3,0054	1,846
3,1053	1,832
3,2053	1,818
3,3052	1,804
3,4052	1,789
3,5052	1,774
3,6051	1,760
3,7051	1,745
3,8050	1,730
3,9050	1,715
4,0049	1,700
4,1049	1,685
4,2049	1,670
4,3048	1,652
4,4048	1,637
4,5047	1,622
4,6047	1,606
4,7046	1,591
