Position, Run #8
Time ( s )	Position ( m )
0,0027	0,940
0,1029	0,990
0,2030	1,037
0,3031	1,083
0,4033	1,133
0,5034	1,183
0,6036	1,229
0,7037	1,275
0,8039	1,332
0,9040	1,364
1,0041	1,409
1,1042	1,454
1,2044	1,506
1,3045	1,547
1,4047	1,601
1,5048	1,638
1,6058	2,007
1,7058	1,996
1,8059	2,021
1,9058	2,007
2,0054	1,855
2,1055	1,897
2,2056	1,920
2,3055	1,905
2,4055	1,891
2,5055	1,877
2,6054	1,862
2,7054	1,846
2,8053	1,834
2,9053	1,820
3,0053	1,808
3,1052	1,791
3,2052	1,776
3,3051	1,762
3,4051	1,746
3,5050	1,732
3,6050	1,717
