0,0000	-0,844
0,0200	-0,818
0,0400	-0,790
0,0600	-0,754
0,0800	-0,716
0,1000	-0,675
0,1200	-0,630
0,1400	-0,581
0,1600	-0,529
0,1800	-0,474
0,2000	-0,418
0,2200	-0,358
0,2400	-0,297
0,2600	-0,236
0,2800	-0,171
0,3000	-0,107
0,3200	-0,042
0,3400	0,024
0,3600	0,088
0,3800	0,152
0,4000	0,215
0,4200	0,278
0,4400	0,338
0,4600	0,396
0,4800	0,452
0,5000	0,504
0,5200	0,556
0,5400	0,603
0,5600	0,647
0,5800	0,686
0,6000	0,723
0,6200	0,754
0,6400	0,781
0,6600	0,804
0,6800	0,823
0,7000	0,837
0,7200	0,847
0,7400	0,850
0,7600	0,850
0,7800	0,845
0,8000	0,836
0,8200	0,822
0,8400	0,803
0,8600	0,779
0,8800	0,752
0,9000	0,723
0,9200	0,686
0,9400	0,647
0,9600	0,605
0,9800	0,561
1,0000	0,512
1,0200	0,462
1,0400	0,408
1,0600	0,353
1,0800	0,297
1,1000	0,239
1,1200	0,178
1,1400	0,118
1,1600	0,057
1,1800	-0,005
1,2000	-0,066
1,2200	-0,126
1,2400	-0,187
1,2600	-0,245
1,2800	-0,302
1,3000	-0,358
1,3200	-0,412
1,3400	-0,462
1,3600	-0,511
1,3800	-0,556
1,4000	-0,597
1,4200	-0,636
1,4400	-0,671
1,4600	-0,702
1,4800	-0,729
1,5000	-0,751
1,5200	-0,770
1,5400	-0,782
1,5600	-0,792
1,5800	-0,796
1,6000	-0,796
1,6200	-0,792
1,6400	-0,782
1,6600	-0,768
1,6800	-0,751
1,7000	-0,729
1,7200	-0,704
1,7400	-0,674
1,7600	-0,641
1,7800	-0,605
1,8000	-0,564
1,8200	-0,522
1,8400	-0,476
1,8600	-0,427
1,8800	-0,377
1,9000	-0,325
1,9200	-0,270
1,9400	-0,214
1,9600	-0,157
1,9800	-0,101
2,0000	-0,042
2,0200	0,016
2,0400	0,074
2,0600	0,130
2,0800	0,187
2,1000	0,242
2,1200	0,297
2,1400	0,349
2,1600	0,397
2,1800	0,446
2,2000	0,492
2,2200	0,534
2,2400	0,573
2,2600	0,609
2,2800	0,642
2,3000	0,671
2,3200	0,696
2,3400	0,718
2,3600	0,735
2,3800	0,748
2,4000	0,756
2,4200	0,760
2,4400	0,762
2,4600	0,757
2,4800	0,749
2,5000	0,737
2,5200	0,721
2,5400	0,701
2,5600	0,677
2,5800	0,649
2,6000	0,617
2,6200	0,584
2,6400	0,547
2,6600	0,506
2,6800	0,463
2,7000	0,418
2,7200	0,371
2,7400	0,322
2,7600	0,270
2,7800	0,218
2,8000	0,165
2,8200	0,110
2,8400	0,057
2,8600	0,002
2,8800	-0,053
2,9000	-0,107
2,9200	-0,162
2,9400	-0,214
2,9600	-0,265
2,9800	-0,316
3,0000	-0,364
3,0200	-0,410
3,0400	-0,454
3,0600	-0,495
3,0800	-0,533
3,1000	-0,567
3,1200	-0,598
3,1400	-0,627
3,1600	-0,652
3,1800	-0,672
3,2000	-0,688
3,2200	-0,701
3,2400	-0,708
3,2600	-0,713
3,2800	-0,713
3,3000	-0,710
3,3200	-0,702
3,3400	-0,690
3,3600	-0,674
3,3800	-0,655
3,4000	-0,633
3,4200	-0,608
3,4400	-0,578
3,4600	-0,545
3,4800	-0,509
3,5000	-0,471
3,5200	-0,432
3,5400	-0,388
3,5600	-0,344
3,5800	-0,297
3,6000	-0,250
3,6200	-0,199
3,6400	-0,149
3,6600	-0,099
3,6800	-0,049
3,7000	0,003
3,7200	0,055
3,7400	0,105
3,7600	0,156
3,7800	0,204
3,8000	0,253
3,8200	0,298
3,8400	0,342
3,8600	0,385
3,8800	0,426
3,9000	0,463
3,9200	0,498
3,9400	0,531
3,9600	0,559
3,9800	0,586
4,0000	0,608
4,0200	0,627
4,0400	0,642
4,0600	0,655
4,0800	0,661
4,1000	0,668
4,1200	0,668
4,1400	0,666
4,1600	0,660
4,1800	0,649
4,2000	0,635
4,2200	0,617
4,2400	0,597
4,2600	0,573
4,2800	0,547
4,3000	0,517
4,3200	0,485
4,3400	0,451
4,3600	0,413
4,3800	0,374
4,4000	0,333
4,4200	0,289
4,4400	0,245
4,4600	0,199
4,4800	0,152
4,5000	0,107
4,5200	0,058
4,5400	0,009
4,5600	-0,038
4,5800	-0,085
4,6000	-0,132
4,6200	-0,179
4,6400	-0,223
4,6600	-0,267
4,6800	-0,309
4,7000	-0,350
4,7200	-0,388
4,7400	-0,424
4,7600	-0,457
4,7800	-0,489
4,8000	-0,517
4,8200	-0,542
4,8400	-0,564
4,8600	-0,583
4,8800	-0,597
4,9000	-0,608
4,9200	-0,616
4,9400	-0,620
4,9600	-0,622
4,9800	-0,620
5,0000	-0,614
