Angular Position, Run #65
Time ( s )	Angular Position ( rad )
0,0000	0,174
0,0400	0,152
0,0800	0,124
0,1200	0,094
0,1600	0,060
0,2000	0,025
0,2400	-0,014
0,2800	-0,053
0,3200	-0,093
0,3600	-0,134
0,4000	-0,173
0,4400	-0,210
0,4800	-0,247
0,5200	-0,280
0,5600	-0,309
0,6000	-0,336
0,6400	-0,358
0,6800	-0,375
0,7200	-0,388
0,7600	-0,394
0,8000	-0,396
0,8400	-0,393
0,8800	-0,383
0,9200	-0,369
0,9600	-0,349
1,0000	-0,325
1,0400	-0,298
1,0800	-0,267
1,1200	-0,232
1,1600	-0,195
1,2000	-0,157
1,2400	-0,118
1,2800	-0,077
1,3200	-0,038
1,3600	0,002
1,4000	0,038
1,4400	0,074
1,4800	0,105
1,5200	0,135
1,5600	0,160
1,6000	0,181
1,6400	0,196
1,6800	0,209
1,7200	0,214
1,7600	0,215
1,8000	0,210
1,8400	0,201
1,8800	0,187
1,9200	0,168
1,9600	0,145
2,0000	0,116
2,0400	0,085
2,0800	0,052
2,1200	0,014
2,1600	-0,024
2,2000	-0,063
2,2400	-0,104
2,2800	-0,143
2,3200	-0,181
2,3600	-0,218
2,4000	-0,254
2,4400	-0,286
2,4800	-0,316
2,5200	-0,341
2,5600	-0,361
2,6000	-0,377
2,6400	-0,388
2,6800	-0,393
2,7200	-0,394
2,7600	-0,388
2,8000	-0,379
2,8400	-0,363
2,8800	-0,342
2,9200	-0,319
2,9600	-0,291
3,0000	-0,258
3,0400	-0,223
3,0800	-0,187
3,1200	-0,148
3,1600	-0,108
3,2000	-0,069
3,2400	-0,030
3,2800	0,009
3,3200	0,046
3,3600	0,080
3,4000	0,112
3,4400	0,140
3,4800	0,163
3,5200	0,184
3,5600	0,198
3,6000	0,209
3,6400	0,214
3,6800	0,214
3,7200	0,207
3,7600	0,198
3,8000	0,182
3,8400	0,162
3,8800	0,138
3,9200	0,110
3,9600	0,079
4,0000	0,044
4,0400	0,008
4,0800	-0,030
4,1200	-0,069
4,1600	-0,110
4,2000	-0,148
4,2400	-0,187
4,2800	-0,223
4,3200	-0,258
4,3600	-0,289
4,4000	-0,317
4,4400	-0,342
4,4800	-0,361
4,5200	-0,377
4,5600	-0,386
4,6000	-0,391
4,6400	-0,391
4,6800	-0,386
4,7200	-0,375
4,7600	-0,360
4,8000	-0,339
4,8400	-0,314
4,8800	-0,286
4,9200	-0,253
4,9600	-0,218
5,0000	-0,181
5,0400	-0,143
5,0800	-0,104
5,1200	-0,064
5,1600	-0,025
5,2000	0,013
5,2400	0,047
5,2800	0,082
5,3200	0,113
5,3600	0,140
5,4000	0,163
5,4400	0,182
5,4800	0,196
5,5200	0,206
5,5600	0,210
5,6000	0,210
5,6400	0,204
5,6800	0,193
5,7200	0,178
5,7600	0,157
5,8000	0,134
5,8400	0,105
5,8800	0,074
5,9200	0,039
5,9600	0,003
6,0000	-0,035
6,0400	-0,074
6,0800	-0,113
6,1200	-0,152
6,1600	-0,188
6,2000	-0,225
6,2400	-0,259
6,2800	-0,289
6,3200	-0,317
6,3600	-0,339
6,4000	-0,358
6,4400	-0,374
6,4800	-0,382
6,5200	-0,386
6,5600	-0,385
6,6000	-0,379
6,6400	-0,368
6,6800	-0,350
6,7200	-0,330
6,7600	-0,306
6,8000	-0,278
6,8400	-0,245
6,8800	-0,212
6,9200	-0,174
6,9600	-0,138
7,0000	-0,099
7,0400	-0,061
7,0800	-0,024
7,1200	0,014
7,1600	0,049
7,2000	0,082
7,2400	0,110
7,2800	0,137
7,3200	0,160
7,3600	0,178
7,4000	0,192
7,4400	0,201
7,4800	0,204
7,5200	0,204
7,5600	0,198
7,6000	0,187
7,6400	0,171
7,6800	0,151
7,7200	0,127
7,7600	0,099
7,8000	0,069
7,8400	0,035
7,8800	0,000
7,9200	-0,038
7,9600	-0,075
8,0000	-0,115
8,0400	-0,152
8,0800	-0,188
8,1200	-0,225
8,1600	-0,258
8,2000	-0,287
8,2400	-0,314
8,2800	-0,338
8,3200	-0,357
8,3600	-0,371
8,4000	-0,380
8,4400	-0,385
8,4800	-0,383
8,5200	-0,377
8,5600	-0,366
8,6000	-0,350
8,6400	-0,330
8,6800	-0,305
8,7200	-0,278
8,7600	-0,247
8,8000	-0,212
8,8400	-0,176
8,8800	-0,138
8,9200	-0,101
8,9600	-0,061
9,0000	-0,024
9,0400	0,013
9,0800	0,049
9,1200	0,080
9,1600	0,110
9,2000	0,137
9,2400	0,160
9,2800	0,179
9,3200	0,192
9,3600	0,201
9,4000	0,206
9,4400	0,204
9,4800	0,198
9,5200	0,187
9,5600	0,173
9,6000	0,152
9,6400	0,129
9,6800	0,101
9,7200	0,071
9,7600	0,036
9,8000	0,000
9,8400	-0,036
9,8800	-0,074
9,9200	-0,113
9,9600	-0,151
10,0000	-0,188
10,0400	-0,223
10,0800	-0,256
10,1200	-0,287
10,1600	-0,314
10,2000	-0,336
10,2400	-0,355
10,2800	-0,369
10,3200	-0,379
10,3600	-0,383
10,4000	-0,382
10,4400	-0,375
10,4800	-0,364
