Angular Position, Run #66
Time ( s )	Angular Position ( rad )
0,0000	0,287
0,0400	0,259
0,0800	0,225
0,1200	0,184
0,1600	0,137
0,2000	0,086
0,2400	0,030
0,2800	-0,027
0,3200	-0,088
0,3600	-0,148
0,4000	-0,206
0,4400	-0,264
0,4800	-0,317
0,5200	-0,368
0,5600	-0,413
0,6000	-0,451
0,6400	-0,484
0,6800	-0,507
0,7200	-0,523
0,7600	-0,531
0,8000	-0,529
0,8400	-0,520
0,8800	-0,503
0,9200	-0,476
0,9600	-0,443
1,0000	-0,402
1,0400	-0,357
1,0800	-0,305
1,1200	-0,250
1,1600	-0,192
1,2000	-0,132
1,2400	-0,072
1,2800	-0,014
1,3200	0,044
1,3600	0,099
1,4000	0,149
1,4400	0,195
1,4800	0,236
1,5200	0,269
1,5600	0,295
1,6000	0,314
1,6400	0,325
1,6800	0,327
1,7200	0,320
1,7600	0,305
1,8000	0,281
1,8400	0,250
1,8800	0,212
1,9200	0,168
1,9600	0,119
2,0000	0,064
2,0400	0,008
2,0800	-0,050
2,1200	-0,112
2,1600	-0,171
2,2000	-0,229
2,2400	-0,286
2,2800	-0,339
2,3200	-0,388
2,3600	-0,430
2,4000	-0,467
2,4400	-0,496
2,4800	-0,517
2,5200	-0,529
2,5600	-0,534
2,6000	-0,529
2,6400	-0,515
2,6800	-0,495
2,7200	-0,465
2,7600	-0,429
2,8000	-0,386
2,8400	-0,338
2,8800	-0,284
2,9200	-0,228
2,9600	-0,170
3,0000	-0,110
3,0400	-0,050
3,0800	0,009
3,1200	0,066
3,1600	0,119
3,2000	0,170
3,2400	0,214
3,2800	0,251
3,3200	0,283
3,3600	0,306
3,4000	0,320
3,4400	0,327
3,4800	0,327
3,5200	0,316
3,5600	0,298
3,6000	0,272
3,6400	0,239
3,6800	0,198
3,7200	0,152
3,7600	0,101
3,8000	0,046
3,8400	-0,013
3,8800	-0,072
3,9200	-0,134
3,9600	-0,193
4,0000	-0,251
4,0400	-0,306
4,0800	-0,358
4,1200	-0,405
4,1600	-0,446
4,2000	-0,479
4,2400	-0,504
4,2800	-0,523
4,3200	-0,533
4,3600	-0,534
4,4000	-0,525
4,4400	-0,509
4,4800	-0,484
4,5200	-0,452
4,5600	-0,413
4,6000	-0,368
4,6400	-0,317
4,6800	-0,264
4,7200	-0,206
4,7600	-0,146
4,8000	-0,088
4,8400	-0,027
4,8800	0,031
4,9200	0,086
4,9600	0,138
5,0000	0,185
5,0400	0,226
5,0800	0,262
5,1200	0,291
5,1600	0,311
5,2000	0,324
5,2400	0,327
5,2800	0,322
5,3200	0,309
5,3600	0,289
5,4000	0,259
5,4400	0,225
5,4800	0,181
5,5200	0,134
5,5600	0,080
5,6000	0,025
5,6400	-0,035
5,6800	-0,094
5,7200	-0,154
5,7600	-0,214
5,8000	-0,270
5,8400	-0,324
5,8800	-0,374
5,9200	-0,418
5,9600	-0,457
6,0000	-0,489
6,0400	-0,512
6,0800	-0,528
6,1200	-0,534
6,1600	-0,533
6,2000	-0,522
6,2400	-0,503
6,2800	-0,476
6,3200	-0,443
6,3600	-0,402
6,4000	-0,355
6,4400	-0,303
6,4800	-0,248
6,5200	-0,190
6,5600	-0,130
6,6000	-0,069
6,6400	-0,011
6,6800	0,047
6,7200	0,102
6,7600	0,154
6,8000	0,199
6,8400	0,239
6,8800	0,272
6,9200	0,298
6,9600	0,317
7,0000	0,327
7,0400	0,328
7,0800	0,320
7,1200	0,306
7,1600	0,283
7,2000	0,251
7,2400	0,214
7,2800	0,170
7,3200	0,119
7,3600	0,066
7,4000	0,008
7,4400	-0,050
7,4800	-0,112
7,5200	-0,171
7,5600	-0,231
7,6000	-0,286
7,6400	-0,339
7,6800	-0,388
7,7200	-0,429
7,7600	-0,465
7,8000	-0,495
7,8400	-0,515
7,8800	-0,528
7,9200	-0,531
7,9600	-0,526
8,0000	-0,512
8,0400	-0,490
8,0800	-0,462
8,1200	-0,426
8,1600	-0,383
8,2000	-0,335
8,2400	-0,283
8,2800	-0,226
8,3200	-0,170
8,3600	-0,110
8,4000	-0,050
8,4400	0,008
8,4800	0,064
8,5200	0,118
8,5600	0,167
8,6000	0,209
8,6400	0,247
8,6800	0,278
8,7200	0,302
8,7600	0,316
8,8000	0,324
8,8400	0,322
8,8800	0,313
8,9200	0,295
8,9600	0,269
9,0000	0,236
9,0400	0,196
9,0800	0,151
9,1200	0,099
9,1600	0,044
9,2000	-0,013
9,2400	-0,072
9,2800	-0,132
9,3200	-0,192
9,3600	-0,250
9,4000	-0,303
9,4400	-0,355
9,4800	-0,402
9,5200	-0,441
9,5600	-0,476
9,6000	-0,501
9,6400	-0,520
9,6800	-0,529
9,7200	-0,531
9,7600	-0,523
9,8000	-0,507
9,8400	-0,484
9,8800	-0,452
9,9200	-0,413
9,9600	-0,369
10,0000	-0,320
10,0400	-0,265
10,0800	-0,209
10,1200	-0,151
10,1600	-0,090
10,2000	-0,031
10,2400	0,027
10,2800	0,082
10,3200	0,135
10,3600	0,182
10,4000	0,223
