Angular Position, Run #5
Time ( s )	Angular Position ( rad )
0,0000	-0,386
0,0400	-0,386
0,0800	-0,380
0,1200	-0,364
0,1600	-0,341
0,2000	-0,311
0,2400	-0,275
0,2800	-0,234
0,3200	-0,187
0,3600	-0,138
0,4000	-0,085
0,4400	-0,031
0,4800	0,022
0,5200	0,074
0,5600	0,123
0,6000	0,170
0,6400	0,212
0,6800	0,248
0,7200	0,278
0,7600	0,302
0,8000	0,319
0,8400	0,328
0,8800	0,330
0,9200	0,324
0,9600	0,309
1,0000	0,287
1,0400	0,259
1,0800	0,226
1,1200	0,187
1,1600	0,143
1,2000	0,097
1,2400	0,049
1,2800	-0,002
1,3200	-0,052
1,3600	-0,102
1,4000	-0,149
1,4400	-0,193
1,4800	-0,232
1,5200	-0,269
1,5600	-0,297
1,6000	-0,320
1,6400	-0,336
1,6800	-0,346
1,7200	-0,347
1,7600	-0,341
1,8000	-0,327
1,8400	-0,308
1,8800	-0,281
1,9200	-0,250
1,9600	-0,212
2,0000	-0,171
2,0400	-0,127
2,0800	-0,082
2,1200	-0,033
2,1600	0,014
2,2000	0,061
2,2400	0,105
2,2800	0,146
2,3200	0,184
2,3600	0,217
2,4000	0,243
2,4400	0,265
2,4800	0,281
2,5200	0,289
2,5600	0,291
2,6000	0,286
2,6400	0,273
2,6800	0,254
2,7200	0,231
2,7600	0,199
2,8000	0,165
2,8400	0,127
2,8800	0,086
2,9200	0,042
2,9600	-0,002
3,0000	-0,047
3,0400	-0,091
3,0800	-0,132
3,1200	-0,171
3,1600	-0,207
3,2000	-0,239
3,2400	-0,264
3,2800	-0,284
3,3200	-0,298
3,3600	-0,306
3,4000	-0,308
3,4400	-0,303
3,4800	-0,292
3,5200	-0,275
3,5600	-0,251
3,6000	-0,223
3,6400	-0,190
3,6800	-0,154
3,7200	-0,116
3,7600	-0,075
3,8000	-0,033
3,8400	0,009
3,8800	0,050
3,9200	0,090
3,9600	0,127
4,0000	0,160
4,0400	0,190
4,0800	0,214
4,1200	0,234
4,1600	0,247
4,2000	0,254
4,2400	0,256
4,2800	0,251
4,3200	0,240
4,3600	0,225
4,4000	0,203
4,4400	0,176
4,4800	0,146
4,5200	0,112
4,5600	0,074
4,6000	0,036
4,6400	-0,005
4,6800	-0,044
4,7200	-0,083
4,7600	-0,119
4,8000	-0,156
4,8400	-0,187
4,8800	-0,215
4,9200	-0,237
4,9600	-0,256
5,0000	-0,269
5,0400	-0,275
5,0800	-0,276
5,1200	-0,272
5,1600	-0,262
5,2000	-0,247
5,2400	-0,226
5,2800	-0,201
5,3200	-0,171
5,3600	-0,140
5,4000	-0,105
5,4400	-0,069
5,4800	-0,031
5,5200	0,006
5,5600	0,042
5,6000	0,077
5,6400	0,110
5,6800	0,138
5,7200	0,165
5,7600	0,187
5,8000	0,203
5,8400	0,215
5,8800	0,221
5,9200	0,223
5,9600	0,218
6,0000	0,209
6,0400	0,195
6,0800	0,176
6,1200	0,152
6,1600	0,126
6,2000	0,094
6,2400	0,063
6,2800	0,028
6,3200	-0,006
6,3600	-0,041
6,4000	-0,074
6,4400	-0,107
6,4800	-0,138
6,5200	-0,165
6,5600	-0,188
6,6000	-0,209
6,6400	-0,225
6,6800	-0,234
6,7200	-0,240
6,7600	-0,240
6,8000	-0,234
6,8400	-0,225
6,8800	-0,210
6,9200	-0,192
6,9600	-0,170
7,0000	-0,143
7,0400	-0,115
7,0800	-0,085
7,1200	-0,053
7,1600	-0,020
7,2000	0,011
7,2400	0,042
7,2800	0,071
7,3200	0,097
7,3600	0,123
7,4000	0,143
7,4400	0,159
7,4800	0,173
7,5200	0,181
7,5600	0,184
7,6000	0,184
7,6400	0,179
7,6800	0,170
7,7200	0,156
7,7600	0,138
7,8000	0,118
7,8400	0,094
7,8800	0,068
7,9200	0,041
7,9600	0,013
8,0000	-0,017
8,0400	-0,046
8,0800	-0,074
8,1200	-0,101
8,1600	-0,124
8,2000	-0,146
8,2400	-0,165
8,2800	-0,181
8,3200	-0,192
8,3600	-0,198
8,4000	-0,201
8,4400	-0,198
8,4800	-0,193
8,5200	-0,182
8,5600	-0,170
8,6000	-0,152
8,6400	-0,132
8,6800	-0,110
8,7200	-0,086
