Angular Position, Run #4
Time ( s )	Angular Position ( rad )
0,0000	-0,256
0,0400	-0,217
0,0800	-0,173
0,1200	-0,127
0,1600	-0,079
0,2000	-0,028
0,2400	0,020
0,2800	0,068
0,3200	0,112
0,3600	0,154
0,4000	0,192
0,4400	0,225
0,4800	0,251
0,5200	0,272
0,5600	0,286
0,6000	0,292
0,6400	0,292
0,6800	0,286
0,7200	0,270
0,7600	0,250
0,8000	0,223
0,8400	0,192
0,8800	0,156
0,9200	0,115
0,9600	0,072
1,0000	0,027
1,0400	-0,020
1,0800	-0,066
1,1200	-0,110
1,1600	-0,152
1,2000	-0,192
1,2400	-0,228
1,2800	-0,258
1,3200	-0,284
1,3600	-0,303
1,4000	-0,316
1,4400	-0,322
1,4800	-0,322
1,5200	-0,316
1,5600	-0,303
1,6000	-0,283
1,6400	-0,258
1,6800	-0,228
1,7200	-0,195
1,7600	-0,156
1,8000	-0,116
1,8400	-0,074
1,8800	-0,030
1,9200	0,013
1,9600	0,053
2,0000	0,093
2,0400	0,130
2,0800	0,163
2,1200	0,192
2,1600	0,215
2,2000	0,232
2,2400	0,245
2,2800	0,251
2,3200	0,251
2,3600	0,245
2,4000	0,232
2,4400	0,215
2,4800	0,192
2,5200	0,163
2,5600	0,132
2,6000	0,097
2,6400	0,060
2,6800	0,020
2,7200	-0,020
2,7600	-0,060
2,8000	-0,099
2,8400	-0,135
2,8800	-0,170
2,9200	-0,201
2,9600	-0,228
3,0000	-0,248
3,0400	-0,265
3,0800	-0,276
3,1200	-0,281
3,1600	-0,281
3,2000	-0,275
3,2400	-0,264
3,2800	-0,247
3,3200	-0,226
3,3600	-0,199
3,4000	-0,171
3,4400	-0,138
3,4800	-0,104
3,5200	-0,068
3,5600	-0,030
3,6000	0,006
3,6400	0,042
3,6800	0,077
3,7200	0,108
3,7600	0,137
3,8000	0,162
3,8400	0,181
3,8800	0,196
3,9200	0,207
3,9600	0,212
4,0000	0,212
4,0400	0,207
