-7.19969920e-04,9.34375000e-03
-7.18969920e-04,9.40468750e-03
-7.17969920e-04,9.30312500e-03
-7.16969920e-04,9.12031250e-03
-7.15969920e-04,9.50625000e-03
-7.14969920e-04,9.16093750e-03
-7.13969920e-04,8.63281250e-03
-7.12969920e-04,8.53125000e-03
-7.11969920e-04,8.47031250e-03
-7.10969920e-04,8.53125000e-03
-7.09969920e-04,8.51093750e-03
-7.08969920e-04,8.67343750e-03
-7.07969920e-04,8.85625000e-03
-7.06969920e-04,8.75468750e-03
-7.05969920e-04,8.63281250e-03
-7.04969920e-04,8.87656250e-03
-7.03969920e-04,9.58750000e-03
-7.02969920e-04,9.64843750e-03
-7.01969920e-04,9.54687500e-03
-7.00969920e-04,9.60781250e-03
-6.99969920e-04,9.60781250e-03
-6.98969920e-04,9.44531250e-03
-6.97969920e-04,9.50625000e-03
-6.96969920e-04,9.64843750e-03
-6.95969920e-04,9.44531250e-03
-6.94969920e-04,9.36406250e-03
-6.93969920e-04,9.20156250e-03
-6.92969920e-04,9.20156250e-03
-6.91969920e-04,9.34375000e-03
-6.90969920e-04,9.24218750e-03
-6.89969920e-04,9.20156250e-03
-6.88969920e-04,9.20156250e-03
-6.87969920e-04,9.36406250e-03
-6.86969920e-04,9.36406250e-03
-6.85969920e-04,9.01875000e-03
-6.84969920e-04,9.16093750e-03
-6.83969920e-04,9.44531250e-03
-6.82969920e-04,9.64843750e-03
-6.81969920e-04,9.16093750e-03
-6.80969920e-04,9.36406250e-03
-6.79969920e-04,9.40468750e-03
-6.78969920e-04,9.34375000e-03
-6.77969920e-04,9.56718750e-03
-6.76969920e-04,9.16093750e-03
-6.75969920e-04,9.05937500e-03
-6.74969920e-04,8.81562500e-03
-6.73969920e-04,9.05937500e-03
-6.72969920e-04,8.95781250e-03
-6.71969920e-04,8.81562500e-03
-6.70969920e-04,9.24218750e-03
-6.69969920e-04,9.48593750e-03
-6.68969920e-04,9.40468750e-03
-6.67969920e-04,9.05937500e-03
-6.66969920e-04,8.81562500e-03
-6.65969920e-04,8.75468750e-03
-6.64969920e-04,8.57187500e-03
-6.63969920e-04,8.63281250e-03
-6.62969920e-04,8.77500000e-03
-6.61969920e-04,9.36406250e-03
-6.60969920e-04,9.20156250e-03
-6.59969920e-04,8.91718750e-03
-6.58969920e-04,9.10000000e-03
-6.57969920e-04,9.24218750e-03
-6.56969920e-04,9.26250000e-03
-6.55969920e-04,9.34375000e-03
-6.54969920e-04,9.40468750e-03
-6.53969920e-04,9.16093750e-03
-6.52969920e-04,9.12031250e-03
-6.51969920e-04,9.20156250e-03
-6.50969920e-04,8.87656250e-03
-6.49969920e-04,9.20156250e-03
-6.48969920e-04,9.20156250e-03
-6.47969920e-04,9.16093750e-03
-6.46969920e-04,9.05937500e-03
-6.45969920e-04,8.77500000e-03
-6.44969920e-04,8.71406250e-03
-6.43969920e-04,8.67343750e-03
-6.42969920e-04,9.01875000e-03
-6.41969920e-04,9.30312500e-03
-6.40969920e-04,9.24218750e-03
-6.39969920e-04,9.16093750e-03
-6.38969920e-04,9.16093750e-03
-6.37969920e-04,9.26250000e-03
-6.36969920e-04,9.36406250e-03
-6.35969920e-04,9.50625000e-03
-6.34969920e-04,9.60781250e-03
-6.33969920e-04,9.58750000e-03
-6.32969920e-04,9.30312500e-03
-6.31969920e-04,9.34375000e-03
-6.30969920e-04,9.12031250e-03
-6.29969920e-04,8.99843750e-03
-6.28969920e-04,9.20156250e-03
-6.27969920e-04,9.16093750e-03
-6.26969920e-04,9.12031250e-03
-6.25969920e-04,9.12031250e-03
-6.24969920e-04,8.99843750e-03
-6.23969920e-04,9.20156250e-03
-6.22969920e-04,9.01875000e-03
-6.21969920e-04,9.12031250e-03
-6.20969920e-04,9.48593750e-03
-6.19969920e-04,9.97343750e-03
-6.18969920e-04,9.89218750e-03
-6.17969920e-04,9.68906250e-03
-6.16969920e-04,9.75000000e-03
-6.15969920e-04,9.89218750e-03
-6.14969920e-04,9.93281250e-03
-6.13969920e-04,9.89218750e-03
-6.12969920e-04,9.85156250e-03
-6.11969920e-04,9.79062500e-03
-6.10969920e-04,9.60781250e-03
-6.09969920e-04,9.44531250e-03
-6.08969920e-04,9.34375000e-03
-6.07969920e-04,9.34375000e-03
-6.06969920e-04,9.36406250e-03
-6.05969920e-04,9.60781250e-03
-6.04969920e-04,9.54687500e-03
-6.03969920e-04,9.48593750e-03
