Position, Run #3
Time ( s )	Position ( m )
0,0047	1,605
0,1047	1,629
0,2048	1,648
0,3049	1,671
0,4049	1,701
0,5050	1,716
0,6051	1,739
0,7051	1,768
0,8052	1,789
0,9053	1,808
1,0053	1,827
1,1054	1,847
1,2054	1,869
1,3055	1,890
1,4056	1,912
1,5056	1,915
1,6055	1,909
1,7055	1,902
1,8055	1,895
1,9055	1,889
2,0055	1,882
2,1055	1,875
2,2054	1,868
2,3054	1,861
2,4054	1,853
2,5054	1,846
2,6053	1,838
2,7053	1,831
2,8053	1,824
2,9053	1,816
3,0053	1,808
